ID,Y,,City,1cm,1cmyear,100cm,100cmyear,Date
1226,26,12,原町,0.15,0.1884,0.11,-0.02184,2016-04
1126,26,11,原町,0.13,0.08328,0.12,0.03072,2016-04
1026,26,10,原町,0.36,1.29216,0.15,0.1884,2016-04
0926,26,9,原町,0.14,0.13584,0.14,0.13584,2016-04
0826,26,8,原町,0.14,0.13584,0.15,0.1884,2016-04
0726,26,7,原町,0.19,0.39864,0.14,0.13584,2016-04
0626,26,6,原町,0.12,0.03072,0.09,-0.12696,2016-04
2527,27,25,原町,0.28,0.87168,0.32,1.08192,2016-04
2427,27,24,原町,0.53,2.18568,0.46,1.81776,2016-04
2327,27,23,原町,0.18,0.34608,0.23,0.60888,2016-04
2227,27,22,原町,0.16,0.24096,0.15,0.1884,2016-04
2127,27,21,原町,0.2,0.4512,0.29,0.92424,2016-04
2027,27,20,原町,0.25,0.714,0.19,0.39864,2016-04
1927,27,19,原町,0.72,3.18432,0.2,0.4512,2016-04
1827,27,18,原町,0.37,1.34472,0.15,0.1884,2016-04
1727,27,17,原町,0.15,0.1884,0.14,0.13584,2016-04
1627,27,16,原町,0.18,0.34608,0.19,0.39864,2016-04
1527,27,15,原町,0.19,0.39864,0.16,0.24096,2016-04
1427,27,14,原町,0.13,0.08328,0.18,0.34608,2016-04
1327,27,13,原町,0.18,0.34608,0.13,0.08328,2016-04
1227,27,12,原町,0.21,0.50376,0.12,0.03072,2016-04
1127,27,11,原町,0.14,0.13584,0.11,-0.02184,2016-04
1027,27,10,原町,0.44,1.71264,0.15,0.1884,2016-04
0927,27,9,原町,0.12,0.03072,0.12,0.03072,2016-04
0827,27,8,原町,0.13,0.08328,0.13,0.08328,2016-04
0727,27,7,原町,0.1,-0.0744,0.1,-0.0744,2016-04
0627,27,6,原町,0.11,-0.02184,0.1,-0.0744,2016-04
2528,28,25,原町,0.33,1.13448,0.36,1.29216,2016-04
2428,28,24,原町,0.36,1.29216,0.27,0.81912,2016-04
2328,28,23,原町,0.2,0.4512,0.21,0.50376,2016-04
2228,28,22,原町,0.17,0.29352,0.17,0.29352,2016-04
2128,28,21,原町,0.29,0.92424,0.24,0.66144,2016-04
2028,28,20,原町,0.21,0.50376,0.27,0.81912,2016-04
1928,28,19,原町,0.24,0.66144,0.2,0.4512,2016-04
1828,28,18,原町,0.23,0.60888,0.22,0.55632,2016-04
1728,28,17,原町,0.82,3.70992,0.22,0.55632,2016-04
1628,28,16,原町,0.42,1.60752,0.24,0.66144,2016-04
1528,28,15,原町,0.23,0.60888,0.21,0.50376,2016-04
1428,28,14,原町,0.2,0.4512,0.2,0.4512,2016-04
1328,28,13,原町,0.19,0.39864,0.2,0.4512,2016-04
1228,28,12,原町,0.24,0.66144,0.24,0.66144,2016-04
1128,28,11,原町,0.17,0.29352,0.22,0.55632,2016-04
1028,28,10,原町,0.14,0.13584,0.18,0.34608,2016-04
0928,28,9,原町,0.14,0.13584,0.14,0.13584,2016-04
0828,28,8,原町,0.12,0.14,0.1,-0.0744,2016-04
0728,28,7,原町,0.11,0.13,0.11,-0.02184,2016-04
0628,28,6,原町,0.08,0.1,0.1,-0.0744,2016-04
2529,29,25,原町,0.39,1.44984,0.44,1.71264,2016-04
2329,29,23,原町,0.21,0.50376,0.26,0.76656,2016-04
2229,29,22,原町,0.28,0.87168,0.25,0.714,2016-04
2129,29,21,原町,0.14,0.13584,0.21,0.50376,2016-04
2029,29,20,原町,0.22,0.55632,0.2,0.4512,2016-04
1929,29,19,原町,0.21,0.50376,0.43,1.66008,2016-04
1829,29,18,原町,0.16,0.24096,0.21,0.50376,2016-04
1729,29,17,原町,0.18,0.34608,0.19,0.39864,2016-04
1629,29,16,原町,0.46,1.81776,0.17,0.29352,2016-04
1529,29,15,原町,0.17,0.29352,0.16,0.24096,2016-04
1429,29,14,原町,0.34,1.18704,0.27,0.81912,2016-04
1329,29,13,原町,0.16,0.24096,0.12,0.03072,2016-04
1229,29,12,原町,0.25,0.714,0.22,0.55632,2016-04
1129,29,11,原町,0.15,0.1884,0.11,-0.02184,2016-04
0929,29,9,原町,0.1,-0.0744,0.12,0.03072,2016-04
0829,29,8,原町,0.12,0.03072,0.12,0.03072,2016-04
0729,29,7,原町,0.13,0.08328,0.11,-0.02184,2016-04
0629,29,6,原町,0.16,0.24096,0.12,0.03072,2016-04
2530,30,25,原町,0.33,1.13448,0.32,1.08192,2016-04
2430,30,24,原町,0.29,0.92424,0.43,1.66008,2016-04
2330,30,23,原町,0.22,0.55632,0.35,1.2396,2016-04
2230,30,22,原町,0.21,0.50376,0.25,0.714,2016-04
2130,30,21,原町,0.25,0.714,0.28,0.87168,2016-04
2030,30,20,原町,0.28,0.87168,0.22,0.55632,2016-04
1930,30,19,原町,0.25,0.714,0.19,0.39864,2016-04
1830,30,18,原町,0.27,0.81912,0.35,1.2396,2016-04
1730,30,17,原町,0.22,0.55632,0.2,0.4512,2016-04
1630,30,16,原町,0.25,0.714,0.22,0.55632,2016-04
1530,30,15,原町,0.12,0.03072,0.16,0.24096,2016-04
1430,30,14,原町,0.21,0.50376,0.16,0.24096,2016-04
1330,30,13,原町,0.18,0.34608,0.18,0.34608,2016-04
1230,30,12,原町,0.13,0.08328,0.21,0.50376,2016-04
1130,30,11,原町,0.21,0.50376,0.18,0.34608,2016-04
0930,30,9,原町,0.12,0.03072,0.13,0.08328,2016-04
0830,30,8,原町,0.16,0.24096,0.09,-0.12696,2016-04
0730,30,7,原町,0.22,0.55632,0.15,0.1884,2016-04
0630,30,6,原町,0.12,0.03072,0.1,-0.0744,2016-04
0530,30,5,原町,0.14,0.13584,0.11,-0.02184,2016-04
2431,31,24,原町,0.63,2.71128,0.56,2.34336,2016-04
2331,31,23,原町,0.27,0.81912,0.36,1.29216,2016-04
2231,31,22,原町,0.24,0.66144,0.25,0.714,2016-04
2131,31,21,原町,0.23,0.60888,0.22,0.55632,2016-04
2031,31,20,原町,0.23,0.60888,0.25,0.714,2016-04
1931,31,19,原町,0.21,0.50376,0.2,0.4512,2016-04
1831,31,18,原町,0.49,1.97544,0.39,1.44984,2016-04
1731,31,17,原町,0.18,0.34608,0.2,0.4512,2016-04
1631,31,16,原町,0.16,0.24096,0.19,0.39864,2016-04
1531,31,15,原町,0.22,0.55632,0.16,0.24096,2016-04
1431,31,14,原町,0.14,0.13584,0.21,0.50376,2016-04
1331,31,13,原町,0.17,0.29352,0.18,0.34608,2016-04
1231,31,12,原町,0.12,0.03072,0.09,-0.12696,2016-04
1131,31,11,原町,0.17,0.29352,0.15,0.1884,2016-04
1031,31,10,原町,0.11,-0.02184,0.11,-0.02184,2016-04
0931,31,9,原町,0.19,0.39864,0.16,0.24096,2016-04
0831,31,8,原町,0.12,0.03072,0.11,-0.02184,2016-04
0731,31,7,原町,0.17,0.29352,0.17,0.29352,2016-04
0631,31,6,原町,0.11,-0.02184,0.11,-0.02184,2016-04
0531,31,5,原町,0.11,-0.02184,0.08,-0.17952,2016-04
2532,32,25,原町,0.91,4.18296,0.62,2.65872,2016-04
2432,32,24,原町,0.18,0.34608,0.21,0.50376,2016-04
2332,32,23,原町,0.32,1.08192,0.3,0.9768,2016-04
2232,32,22,原町,0.88,4.02528,0.31,1.02936,2016-04
2132,32,21,原町,0.22,0.55632,0.33,1.13448,2016-04
2032,32,20,原町,0.2,0.4512,0.34,1.18704,2016-04
1932,32,19,原町,0.23,0.60888,0.23,0.60888,2016-04
1832,32,18,原町,0.17,0.29352,0.23,0.60888,2016-04
1732,32,17,原町,0.16,0.24096,0.23,0.60888,2016-04
1632,32,16,原町,0.14,0.51,0.22,0.55632,2016-04
1532,32,15,原町,0.2,0.4512,0.17,0.29352,2016-04
1432,32,14,原町,0.15,0.1884,0.19,0.39864,2016-04
1332,32,13,原町,0.2,0.4512,0.22,0.55632,2016-04
1232,32,12,原町,0.18,0.34608,0.2,0.4512,2016-04
1132,32,11,原町,0.14,0.13584,0.13,0.08328,2016-04
1032,32,10,原町,0.15,0.1884,0.14,0.13584,2016-04
0932,32,9,原町,0.14,0.13584,0.16,0.24096,2016-04
0832,32,8,原町,0.14,0.13584,0.12,0.03072,2016-04
0732,32,7,原町,0.12,0.03072,0.1,-0.0744,2016-04
0632,32,6,原町,0.21,0.50376,0.13,0.08328,2016-04
0532,32,5,原町,0.13,0.08328,0.15,0.1884,2016-04
2633,33,26,原町,0.7,3.0792,0.54,2.23824,2016-04
2533,33,25,原町,0.79,3.55224,0.42,1.60752,2016-04
2433,33,24,原町,0.27,0.81912,0.36,1.29216,2016-04
2333,33,23,原町,0.35,1.2396,0.36,1.29216,2016-04
2233,33,22,原町,0.42,1.60752,0.37,1.34472,2016-04
2133,33,21,原町,0.21,0.50376,0.22,0.55632,2016-04
2033,33,20,原町,0.17,0.29352,0.34,1.18704,2016-04
1933,33,19,原町,0.2,0.4512,0.37,1.34472,2016-04
1833,33,18,原町,0.21,0.50376,0.18,0.34608,2016-04
1733,33,17,原町,0.21,0.50376,0.22,0.55632,2016-04
1633,33,16,原町,0.13,0.08328,0.16,0.24096,2016-04
1533,33,15,原町,0.16,0.24096,0.18,0.34608,2016-04
1433,33,14,原町,0.15,0.13,0.17,0.29352,2016-04
1333,33,13,原町,0.18,0.34608,0.2,0.4512,2016-04
1233,33,12,原町,0.21,0.50376,0.18,0.34608,2016-04
1133,33,11,原町,0.14,0.13584,0.15,0.1884,2016-04
1033,33,10,原町,0.17,0.29352,0.14,0.13584,2016-04
0933,33,9,原町,0.13,0.08328,0.15,0.1884,2016-04
0833,33,8,原町,0.13,0.08328,0.16,0.24096,2016-04
0733,33,7,原町,0.15,0.1884,0.15,0.1884,2016-04
0633,33,6,原町,0.21,0.50376,0.14,0.13584,2016-04
0533,33,5,原町,0.11,-0.02184,0.16,0.24096,2016-04
0433,33,4,原町,0.13,0.08328,0.14,0.13584,2016-04
2634,34,26,原町,0.88,4.02528,1.06,4.97136,2016-04
2534,34,25,原町,0.43,1.66008,0.62,2.65872,2016-04
2434,34,24,原町,0.47,1.87032,0.36,1.29216,2016-04
2334,34,23,原町,0.24,0.66144,0.29,0.92424,2016-04
2234,34,22,原町,0.27,0.81912,0.17,0.29352,2016-04
2134,34,21,原町,0.35,1.2396,0.41,1.55496,2016-04
2034,34,20,原町,0.59,2.50104,0.49,1.97544,2016-04
1934,34,19,原町,0.22,0.55632,0.34,1.18704,2016-04
1834,34,18,原町,0.38,1.39728,0.35,1.2396,2016-04
1734,34,17,原町,0.2,0.4512,0.15,0.1884,2016-04
1634,34,16,原町,0.22,0.55632,0.21,0.50376,2016-04
1534,34,15,原町,0.2,0.4512,0.23,0.60888,2016-04
1434,34,14,原町,0.12,0.03072,0.14,0.13584,2016-04
1334,34,13,原町,0.2,0.4512,0.23,0.60888,2016-04
1234,34,12,原町,0.24,0.66144,0.21,0.50376,2016-04
1134,34,11,原町,0.17,0.29352,0.18,0.34608,2016-04
1034,34,10,原町,0.16,0.24096,0.17,0.29352,2016-04
0934,34,9,原町,0.12,0.03072,0.17,0.29352,2016-04
0834,34,8,原町,0.06,-0.28464,0.13,0.08328,2016-04
0734,34,7,原町,0.16,0.24096,0.13,0.08328,2016-04
0634,34,6,原町,0.12,0.03072,0.1,-0.0744,2016-04
0534,34,5,原町,0.21,0.50376,0.13,0.08328,2016-04
0434,34,4,原町,0.19,0.39864,0.14,0.13584,2016-04
2535,35,25,原町,0.4,1.5024,0.5,2.028,2016-04
2435,35,24,原町,0.92,4.23552,0.36,1.29216,2016-04
2335,35,23,小高,0.25,0.714,0.31,1.02936,2016-04
2235,35,22,原町,0.29,0.92424,0.31,1.02936,2016-04
2135,35,21,原町,0.27,0.81912,0.24,0.66144,2016-04
2035,35,20,原町,0.28,0.87168,0.26,0.76656,2016-04
1935,35,19,原町,0.43,1.66008,0.33,1.13448,2016-04
1835,35,18,原町,0.34,1.18704,0.35,1.2396,2016-04
1735,35,17,原町,0.5,2.028,0.41,1.55496,2016-04
1635,35,16,原町,0.18,0.34608,0.21,0.50376,2016-04
1535,35,15,原町,0.21,0.50376,0.16,0.24096,2016-04
1435,35,14,原町,0.18,0.34608,0.18,0.34608,2016-04
1335,35,13,原町,0.19,0.39864,0.17,0.29352,2016-04
1235,35,12,原町,0.2,0.4512,0.17,0.29352,2016-04
1135,35,11,原町,0.2,0.4512,0.2,0.4512,2016-04
1035,35,10,原町,0.28,0.87168,0.18,0.34608,2016-04
0935,35,9,原町,0.36,1.29216,0.17,0.29352,2016-04
0835,35,8,原町,0.11,-0.02184,0.15,0.1884,2016-04
0735,35,7,原町,0.1,-0.0744,0.11,-0.02184,2016-04
0635,35,6,原町,0.23,0.60888,0.21,0.50376,2016-04
0535,35,5,原町,0.11,-0.02184,0.12,0.03072,2016-04
0435,35,4,原町,0.18,0.34608,0.17,0.29352,2016-04
2836,36,28,原町,1.6,7.8096,0.86,3.92016,2016-04
2336,36,23,小高,0.21,0.50376,0.24,0.66144,2016-04
2236,36,22,小高,0.21,0.50376,0.29,0.92424,2016-04
2136,36,21,小高,0.32,1.08192,0.31,1.02936,2016-04
2036,36,20,小高,0.23,0.60888,0.28,0.87168,2016-04
1936,36,19,小高,0.26,0.76656,0.31,1.02936,2016-04
1836,36,18,小高,0.62,2.65872,0.5,2.028,2016-04
1536,36,15,原町,0.19,0.39864,0.21,0.50376,2016-04
1436,36,14,原町,0.28,0.87168,0.23,0.60888,2016-04
1336,36,13,原町,0.44,1.71264,0.24,0.66144,2016-04
1236,36,12,原町,0.19,0.39864,0.17,0.29352,2016-04
1136,36,11,原町,0.22,0.55632,0.24,0.66144,2016-04
1036,36,10,原町,0.18,0.34608,0.14,0.13584,2016-04
0936,36,9,原町,0.13,0.08328,0.18,0.34608,2016-04
0836,36,8,原町,0.13,0.08328,0.22,0.55632,2016-04
0736,36,7,原町,0.14,0.13584,0.13,0.08328,2016-04
0636,36,6,原町,0.14,0.13584,0.17,0.29352,2016-04
0536,36,5,原町,0.12,0.03072,0.12,0.03072,2016-04
0436,36,4,原町,,-0.6,,-0.6,2016-04
2237,37,22,小高,0.35,1.2396,0.34,1.18704,2016-04
2137,37,21,小高,0.23,0.60888,0.28,0.87168,2016-04
2037,37,20,小高,0.25,0.714,0.22,0.55632,2016-04
1937,37,19,小高,0.26,0.76656,0.3,0.9768,2016-04
1837,37,18,小高,0.2,0.4512,0.22,0.55632,2016-04
1737,37,17,小高,0.22,0.55632,0.28,0.87168,2016-04
1637,37,16,小高,0.23,0.60888,0.17,0.29352,2016-04
1537,37,15,小高,0.37,1.34472,0.31,1.02936,2016-04
1437,37,14,原町,0.44,1.71264,0.29,0.92424,2016-04
1337,37,13,原町,0.2,0.4512,0.24,0.66144,2016-04
1237,37,12,原町,0.17,0.29352,0.2,0.4512,2016-04
1137,37,11,原町,0.17,0.29352,0.2,0.4512,2016-04
1037,37,10,原町,0.15,0.1884,0.15,0.1884,2016-04
0937,37,9,原町,0.14,0.13584,0.16,0.24096,2016-04
0837,37,8,原町,0.25,0.714,0.18,0.34608,2016-04
0737,37,7,原町,0.12,0.03072,0.14,0.13584,2016-04
0637,37,6,原町,0.2,0.4512,0.17,0.29352,2016-04
0537,37,5,原町,0.11,-0.02184,0.11,-0.02184,2016-04
2438,38,24,小高,0.28,0.87168,0.48,1.92288,2016-04
2338,38,23,小高,0.28,0.87168,0.32,1.08192,2016-04
2238,38,22,小高,0.34,1.18704,0.42,1.60752,2016-04
2138,38,21,小高,0.2,0.4512,0.28,0.87168,2016-04
2038,38,20,小高,0.24,0.66144,0.29,0.92424,2016-04
1938,38,19,小高,0.19,0.39864,0.21,0.50376,2016-04
1838,38,18,小高,0.42,1.60752,0.36,1.29216,2016-04
1738,38,17,小高,0.2,0.4512,0.21,0.50376,2016-04
1638,38,16,小高,0.13,0.08328,0.15,0.1884,2016-04
1538,38,15,小高,0.15,0.1884,0.16,0.24096,2016-04
1438,38,14,小高,0.16,0.24096,0.16,0.24096,2016-04
1338,38,13,小高,0.16,0.24096,0.16,0.24096,2016-04
1238,38,12,原町,0.14,0.13584,0.2,0.4512,2016-04
1138,38,11,原町,0.22,0.55632,0.17,0.29352,2016-04
1038,38,10,原町,0.16,0.24096,0.13,0.08328,2016-04
0938,38,9,原町,0.23,0.60888,0.21,0.50376,2016-04
0838,38,8,原町,0.17,0.29352,0.13,0.08328,2016-04
0738,38,7,原町,0.16,0.24096,0.18,0.34608,2016-04
0638,38,6,原町,0.19,0.39864,0.19,0.39864,2016-04
0538,38,5,原町,0.11,-0.02184,0.1,-0.0744,2016-04
3039,39,30,原町,1.64,8.01984,1.3,6.2328,2016-04
2139,39,21,小高,0.25,0.714,0.28,0.87168,2016-04
2039,39,20,小高,0.35,1.2396,0.33,1.13448,2016-04
1939,39,19,小高,0.24,0.66144,0.31,1.02936,2016-04
1839,39,18,小高,0.74,3.28944,0.54,2.23824,2016-04
1739,39,17,小高,0.2,0.4512,0.19,0.39864,2016-04
1639,39,16,小高,0.2,0.4512,0.23,0.60888,2016-04
1539,39,15,小高,0.17,0.29352,0.2,0.4512,2016-04
1439,39,14,小高,0.12,0.03072,0.13,0.08328,2016-04
1339,39,13,小高,0.14,0.13584,0.15,0.1884,2016-04
1239,39,12,小高,0.12,0.03072,0.12,0.03072,2016-04
1139,39,11,小高,0.18,0.34608,0.19,0.39864,2016-04
1039,39,10,小高,0.25,0.714,0.21,0.50376,2016-04
0939,39,9,小高,0.15,0.1884,0.17,0.29352,2016-04
0839,39,8,小高,0.13,0.08328,0.18,0.34608,2016-04
0639,39,6,小高,0.16,0.24096,0.16,0.24096,2016-04
0539,39,5,小高,0.09,-0.12696,0.1,-0.0744,2016-04
0439,39,4,小高,0.12,0.03072,0.07,-0.23208,2016-04
3040,40,30,原町,0.69,3.02664,0.79,3.55224,2016-04
2240,40,22,小高,0.85,3.8676,0.52,2.13312,2016-04
2140,40,21,小高,0.31,1.02936,0.47,1.87032,2016-04
2040,40,20,小高,0.27,0.81912,0.23,0.60888,2016-04
1940,40,19,小高,0.2,0.4512,0.22,0.55632,2016-04
1840,40,18,小高,0.26,0.76656,0.36,1.29216,2016-04
1740,40,17,小高,0.18,0.34608,0.17,0.29352,2016-04
1640,40,16,小高,0.21,0.50376,0.45,1.7652,2016-04
1540,40,15,小高,0.21,0.50376,0.17,0.29352,2016-04
1440,40,14,小高,0.16,0.24096,0.16,0.24096,2016-04
1340,40,13,小高,0.16,0.24096,0.15,0.1884,2016-04
1240,40,12,小高,0.14,0.13584,0.11,-0.02184,2016-04
1140,40,11,小高,0.16,0.24096,0.15,0.1884,2016-04
1040,40,10,小高,0.13,0.08328,0.16,0.24096,2016-04
0940,40,9,小高,0.11,-0.02184,0.15,0.1884,2016-04
0840,40,8,小高,0.11,-0.02184,0.12,0.03072,2016-04
0740,40,7,小高,0.17,0.29352,0.15,0.1884,2016-04
0640,40,6,小高,0.16,0.24096,0.14,0.13584,2016-04
0540,40,5,小高,0.13,0.08328,0.11,-0.02184,2016-04
2341,41,23,小高,1.01,4.70856,0.73,3.23688,2016-04
2241,41,22,小高,0.5,2.028,0.39,1.44984,2016-04
2141,41,21,小高,0.19,0.39864,0.2,0.4512,2016-04
2041,41,20,小高,0.26,0.76656,0.25,0.714,2016-04
1941,41,19,小高,0.23,0.60888,0.25,0.714,2016-04
1841,41,18,小高,0.43,1.66008,0.4,1.5024,2016-04
1741,41,17,小高,0.21,0.50376,0.22,0.55632,2016-04
1641,41,16,小高,0.19,0.39864,0.19,0.39864,2016-04
1541,41,15,小高,0.24,0.66144,0.23,0.60888,2016-04
1441,41,14,小高,0.19,0.39864,0.2,0.4512,2016-04
1341,41,13,小高,0.48,1.92288,0.23,0.60888,2016-04
1241,41,12,小高,0.19,0.39864,0.16,0.24096,2016-04
1141,41,11,小高,0.16,0.24096,0.19,0.39864,2016-04
1041,41,10,小高,0.16,0.24096,0.26,0.76656,2016-04
0941,41,9,小高,0.13,0.08328,0.15,0.1884,2016-04
0841,41,8,小高,0.13,0.08328,0.14,0.13584,2016-04
0741,41,7,小高,0.22,0.55632,0.16,0.24096,2016-04
0641,41,6,小高,0.12,0.03072,0.15,0.1884,2016-04
0541,41,5,小高,0.13,0.08328,0.17,0.29352,2016-04
2342,42,23,小高,1.33,6.39048,0.89,4.07784,2016-04
2242,42,22,小高,0.45,1.7652,0.43,1.66008,2016-04
2142,42,21,小高,0.55,2.2908,0.63,2.71128,2016-04
2042,42,20,小高,0.55,2.2908,0.54,2.23824,2016-04
1942,42,19,小高,0.78,3.49968,0.63,2.71128,2016-04
1842,42,18,小高,0.37,1.34472,0.34,1.18704,2016-04
1742,42,17,小高,0.22,0.55632,0.39,1.44984,2016-04
1642,42,16,小高,0.29,0.92424,0.55,2.2908,2016-04
1542,42,15,小高,0.18,0.34608,0.21,0.50376,2016-04
1442,42,14,小高,0.18,0.34608,0.2,0.4512,2016-04
1342,42,13,小高,0.2,0.4512,0.18,0.34608,2016-04
1242,42,12,小高,0.16,0.24096,0.14,0.13584,2016-04
1142,42,11,小高,0.12,0.03072,0.13,0.08328,2016-04
1042,42,10,小高,0.14,0.13584,0.17,0.29352,2016-04
0942,42,9,小高,0.11,-0.02184,0.15,0.1884,2016-04
0842,42,8,小高,0.11,-0.02184,0.11,-0.02184,2016-04
0742,42,7,小高,0.12,0.03072,0.1,-0.0744,2016-04
0642,42,6,小高,0.17,0.29352,0.19,0.39864,2016-04
0542,42,5,小高,0.15,0.1884,0.12,0.03072,2016-04
2343,43,23,小高,0.96,4.44576,0.73,3.23688,2016-04
2243,43,22,小高,0.3,0.9768,0.4,1.5024,2016-04
2143,43,21,小高,0.58,2.44848,0.61,2.60616,2016-04
2043,43,20,小高,0.22,0.55632,0.22,0.55632,2016-04
1943,43,19,小高,0.22,0.55632,0.2,0.4512,2016-04
1843,43,18,小高,0.23,0.60888,0.22,0.55632,2016-04
1743,43,17,小高,0.25,0.714,0.26,0.76656,2016-04
1643,43,16,小高,0.23,0.60888,0.53,2.18568,2016-04
1543,43,15,小高,0.25,0.714,0.35,1.2396,2016-04
1443,43,14,小高,0.17,0.29352,0.2,0.4512,2016-04
1343,43,13,小高,0.57,2.39592,0.28,0.87168,2016-04
1243,43,12,小高,0.17,0.29352,0.21,0.50376,2016-04
1143,43,11,小高,0.1,-0.0744,0.2,0.4512,2016-04
1043,43,10,小高,0.18,0.34608,0.2,0.4512,2016-04
0943,43,9,小高,0.15,0.1884,0.19,0.39864,2016-04
0843,43,8,小高,0.12,0.03072,0.13,0.08328,2016-04
0743,43,7,小高,0.16,0.24096,0.23,0.60888,2016-04
0643,43,6,小高,0.14,0.13584,0.1,-0.0744,2016-04
0543,43,5,小高,0.12,0.03072,0.09,-0.12696,2016-04
0443,43,4,小高,0.12,0.03072,0.14,0.13584,2016-04
2344,44,23,小高,0.47,1.87032,0.42,1.60752,2016-04
2244,44,22,小高,0.25,0.714,0.33,1.13448,2016-04
2144,44,21,小高,0.3,0.9768,0.26,0.76656,2016-04
2044,44,20,小高,0.45,1.7652,0.49,1.97544,2016-04
1944,44,19,小高,0.69,3.02664,0.5,2.028,2016-04
1844,44,18,小高,0.25,0.714,0.34,1.18704,2016-04
1744,44,17,小高,0.57,2.39592,0.46,1.81776,2016-04
1644,44,16,小高,0.3,0.9768,0.55,2.2908,2016-04
1544,44,15,小高,0.26,0.76656,0.22,0.55632,2016-04
1444,44,14,小高,0.2,0.4512,0.22,0.55632,2016-04
1344,44,13,小高,0.17,0.29352,0.17,0.29352,2016-04
1244,44,12,小高,0.21,0.50376,0.28,0.87168,2016-04
1144,44,11,小高,0.29,0.92424,0.21,0.50376,2016-04
1044,44,10,小高,0.3,0.9768,0.28,0.87168,2016-04
0944,44,9,小高,0.28,0.87168,0.22,0.55632,2016-04
0844,44,8,小高,0.3,0.9768,0.24,0.66144,2016-04
0744,44,7,小高,0.14,0.13584,0.14,0.13584,2016-04
0644,44,6,小高,0.14,0.13584,0.15,0.1884,2016-04
0544,44,5,小高,0.13,0.08328,0.13,0.08328,2016-04
0444,44,4,小高,0.13,0.08328,0.1,-0.0744,2016-04
2245,45,22,小高,0.73,3.23688,0.85,3.8676,2016-04
2145,45,21,小高,0.37,1.34472,0.69,3.02664,2016-04
2045,45,20,小高,0.34,1.18704,0.65,2.8164,2016-04
1945,45,19,小高,0.21,0.50376,0.27,0.81912,2016-04
1845,45,18,小高,0.23,0.60888,0.29,0.92424,2016-04
1745,45,17,小高,0.24,0.66144,0.34,1.18704,2016-04
1645,45,16,小高,0.23,0.60888,0.46,1.81776,2016-04
1545,45,15,小高,0.2,0.4512,0.32,1.08192,2016-04
1445,45,14,小高,0.28,0.87168,0.26,0.76656,2016-04
1345,45,13,小高,0.17,0.29352,0.17,0.29352,2016-04
1245,45,12,小高,0.13,0.08328,0.13,0.08328,2016-04
1145,45,11,小高,0.13,0.08328,0.14,0.13584,2016-04
1045,45,10,小高,0.22,0.55632,0.17,0.29352,2016-04
0945,45,9,小高,0.14,0.13584,0.18,0.34608,2016-04
0845,45,8,小高,0.15,0.1884,0.15,0.1884,2016-04
0745,45,7,小高,0.16,0.24096,0.17,0.29352,2016-04
0645,45,6,小高,0.12,0.03072,0.17,0.29352,2016-04
0545,45,5,小高,0.27,0.81912,0.24,0.66144,2016-04
0445,45,4,小高,0.16,0.24096,0.13,0.08328,2016-04
2146,46,21,小高,0.37,1.34472,0.76,3.39456,2016-04
2046,46,20,小高,0.32,1.08192,0.38,1.39728,2016-04
1946,46,19,小高,0.41,1.55496,0.34,1.18704,2016-04
1846,46,18,小高,0.21,0.50376,0.44,1.71264,2016-04
1746,46,17,小高,0.41,1.55496,0.59,2.50104,2016-04
1646,46,16,小高,0.23,0.60888,0.33,1.13448,2016-04
1546,46,15,小高,0.53,2.18568,0.37,1.34472,2016-04
1446,46,14,小高,0.29,0.92424,0.32,1.08192,2016-04
1346,46,13,小高,0.25,0.714,0.3,0.9768,2016-04
1146,46,11,小高,0.16,0.24096,0.09,-0.12696,2016-04
0946,46,9,小高,0.14,0.13584,0.18,0.34608,2016-04
0846,46,8,小高,0.12,0.03072,0.11,-0.02184,2016-04
0746,46,7,小高,0.19,0.39864,0.3,0.9768,2016-04
0646,46,6,小高,0.23,0.60888,0.24,0.66144,2016-04
0446,46,4,小高,0.09,-0.12696,0.16,0.24096,2016-04
2147,47,21,小高,0.34,1.18704,0.35,1.2396,2016-04
2047,47,20,小高,0.27,0.81912,0.4,1.5024,2016-04
1947,47,19,小高,0.61,2.60616,0.49,1.97544,2016-04
1847,47,18,小高,0.38,1.39728,1.07,5.02392,2016-04
1747,47,17,小高,0.38,1.39728,0.7,3.0792,2016-04
1247,47,12,小高,0.23,0.60888,0.24,0.66144,2016-04
1147,47,11,小高,0.2,0.4512,0.28,0.87168,2016-04
0947,47,9,小高,0.21,0.50376,0.19,0.39864,2016-04
0847,47,8,小高,0.13,0.08328,0.14,0.13584,2016-04
0747,47,7,小高,0.21,0.50376,0.17,0.29352,2016-04
0547,47,5,小高,0.15,0.1884,0.17,0.29352,2016-04
0447,47,4,小高,0.16,0.24096,0.18,0.34608,2016-04
0347,47,3,小高,0.17,0.29352,0.17,0.29352,2016-04
2348,48,23,小高,0.86,3.92016,0.76,3.39456,2016-04
2248,48,22,小高,0.46,1.81776,0.47,1.87032,2016-04
2148,48,21,小高,0.38,1.39728,0.84,3.81504,2016-04
2048,48,20,小高,0.35,1.2396,0.67,2.92152,2016-04
1948,48,19,小高,1.3,6.2328,2.66,13.38096,2016-04
1848,48,18,小高,0.61,2.60616,0.6,2.5536,2016-04
1748,48,17,小高,1.18,5.60208,1.63,7.96728,2016-04
1248,48,12,小高,0.15,0.1884,0.2,0.4512,2016-04
1148,48,11,小高,0.19,0.39864,0.14,0.13584,2016-04
