ID, Y, X, City, 1cm, 1cmyear, 100cm, 100cmyear, Date
0539,05,39,小高,0.11,-0.02184,0.1,-0.0744,2018-10
0540,05,40,小高,0.09,-0.12696,0.09,-0.12696,2018-10
0541,05,41,小高,0.1,-0.0744,0.13,0.08328,2018-10
0542,05,42,小高,0.11,-0.02184,0.09,-0.12696,2018-10
0543,05,43,小高,0.1,-0.0744,0.09,-0.12696,2018-10
0544,05,44,小高,0.12,0.03072,0.12,0.03072,2018-10
0545,05,45,小高,0.13,0.08328,0.12,0.03072,2018-10
0546,05,46,小高,0.13,0.08328,0.12,0.03072,2018-10
0547,05,47,小高,0.19,0.39864,0.15,0.1884,2018-10
0548,05,48,小高,0.14,0.13584,0.17,0.29352,2018-10
0549,05,49,小高,0.1,-0.0744,0.16,0.24096,2018-10
0550,05,50,小高,0.12,0.03072,0.11,-0.02184,2018-10
0551,05,51,小高,0.12,0.03072,0.17,0.29352,2018-10
0552,05,52,小高,0.15,0.1884,0.18,0.34608,2018-10
0622,06,22,原町,0.12,0.03072,0.12,0.03072,2018-10
0623,06,23,原町,0.13,0.08328,0.13,0.08328,2018-10
0624,06,24,原町,0.12,0.03072,0.12,0.03072,2018-10
0625,06,25,原町,0.15,0.1884,0.1,-0.0744,2018-10
0626,06,26,原町,,-0.6,,-0.6,2018-10
0627,06,27,原町,0.09,-0.12696,0.1,-0.0744,2018-10
0628,06,28,原町,0.08,0.1,0.09,-0.12696,2018-10
0629,06,29,原町,0.09,-0.12696,0.09,-0.12696,2018-10
0630,06,30,原町,0.12,0.03072,0.1,-0.0744,2018-10
0631,06,31,原町,0.11,-0.02184,0.1,-0.0744,2018-10
0632,06,32,原町,0.12,0.03072,0.12,0.03072,2018-10
0633,06,33,原町,0.11,-0.02184,0.11,-0.02184,2018-10
0634,06,34,原町,0.14,0.13584,0.11,-0.02184,2018-10
0635,06,35,原町,0.15,0.1884,0.18,0.34608,2018-10
0636,06,36,原町,0.11,-0.02184,0.13,0.08328,2018-10
0637,06,37,原町,0.15,0.1884,0.16,0.24096,2018-10
0638,06,38,原町,0.19,0.39864,0.14,0.13584,2018-10
0639,06,39,小高,0.12,0.03072,0.13,0.08328,2018-10
0640,06,40,小高,0.11,-0.02184,0.12,0.03072,2018-10
0641,06,41,小高,0.1,-0.0744,0.11,-0.02184,2018-10
0642,06,42,小高,0.1,-0.0744,0.12,0.03072,2018-10
0643,06,43,小高,0.1,-0.0744,0.09,-0.12696,2018-10
0644,06,44,小高,0.11,-0.02184,0.1,-0.0744,2018-10
0645,06,45,小高,0.12,0.03072,0.11,-0.02184,2018-10
0646,06,46,小高,0.11,-0.02184,0.14,0.13584,2018-10
0647,06,47,小高,,-0.6,,-0.6,2018-10
0648,06,48,小高,0.15,0.1884,0.22,0.55632,2018-10
0649,06,49,小高,0.13,0.08328,0.17,0.29352,2018-10
0650,06,50,小高,0.11,-0.02184,0.11,-0.02184,2018-10
0651,06,51,小高,0.12,0.03072,0.18,0.34608,2018-10
0652,06,52,小高,0.14,0.13584,0.18,0.34608,2018-10
0706,07,06,鹿島,0.1,-0.0744,0.08,-0.17952,2018-10
0707,07,07,鹿島,0.11,-0.02184,0.07,-0.23208,2018-10
0708,07,08,鹿島,0.11,-0.02184,0.1,-0.0744,2018-10
0709,07,09,鹿島,0.11,-0.02184,0.11,-0.02184,2018-10
0710,07,10,鹿島,0.13,0.08328,0.1,-0.0744,2018-10
0711,07,11,鹿島,0.1,-0.0744,0.1,-0.0744,2018-10
0712,07,12,鹿島,0.08,-0.17952,0.08,-0.17952,2018-10
0713,07,13,鹿島,0.08,-0.17952,0.08,-0.17952,2018-10
0715,07,15,原町,0.01,-0.54744,0.07,-0.23208,2018-10
0716,07,16,原町,0.14,0.13584,0.2,0.4512,2018-10
0718,07,18,原町,0.09,-0.12696,0.08,-0.17952,2018-10
0719,07,19,原町,0.13,0.08328,0.12,0.03072,2018-10
0720,07,20,原町,0.12,0.03072,0.13,0.08328,2018-10
0721,07,21,原町,0.1,-0.0744,0.14,0.13584,2018-10
0722,07,22,原町,0.11,-0.02184,0.12,0.03072,2018-10
0723,07,23,原町,0.11,-0.02184,0.1,-0.0744,2018-10
0724,07,24,原町,0.12,0.03072,0.11,-0.02184,2018-10
0725,07,25,原町,0.09,-0.12696,0.1,-0.0744,2018-10
0726,07,26,原町,0.11,-0.02184,0.13,0.08328,2018-10
0727,07,27,原町,0.13,0.08328,0.13,0.08328,2018-10
0728,07,28,原町,0.1,0.13,0.11,-0.02184,2018-10
0729,07,29,原町,0.12,0.03072,0.11,-0.02184,2018-10
0730,07,30,原町,0.11,-0.02184,0.11,-0.02184,2018-10
0731,07,31,原町,0.12,0.03072,0.12,0.03072,2018-10
0732,07,32,原町,0.09,-0.12696,0.1,-0.0744,2018-10
0733,07,33,原町,0.1,-0.0744,0.1,-0.0744,2018-10
0734,07,34,原町,0.1,-0.0744,0.1,-0.0744,2018-10
0735,07,35,原町,0.12,0.03072,0.11,-0.02184,2018-10
0736,07,36,原町,0.16,0.24096,0.18,0.34608,2018-10
0737,07,37,原町,0.14,0.13584,0.16,0.24096,2018-10
0738,07,38,原町,0.12,0.03072,0.15,0.1884,2018-10
0739,07,39,小高,0.12,0.03072,0.12,0.03072,2018-10
0740,07,40,小高,0.11,-0.02184,0.12,0.03072,2018-10
0741,07,41,小高,0.11,-0.02184,0.12,0.03072,2018-10
0742,07,42,小高,0.1,-0.0744,0.1,-0.0744,2018-10
0743,07,43,小高,0.12,0.03072,0.11,-0.02184,2018-10
0744,07,44,小高,0.14,0.13584,0.12,0.03072,2018-10
0745,07,45,小高,0.13,0.08328,0.11,-0.02184,2018-10
0746,07,46,小高,0.14,0.13584,0.13,0.08328,2018-10
0747,07,47,小高,0.18,0.34608,0.23,0.60888,2018-10
0748,07,48,小高,0.15,0.1884,0.22,0.55632,2018-10
0749,07,49,小高,0.09,-0.12696,0.18,0.34608,2018-10
0750,07,50,小高,0.11,-0.02184,0.12,0.03072,2018-10
0751,07,51,小高,0.12,0.03072,0.19,0.39864,2018-10
0752,07,52,小高,0.14,0.13584,0.2,0.4512,2018-10
0806,08,06,鹿島,0.09,-0.12696,0.09,-0.12696,2018-10
0807,08,07,鹿島,0.1,-0.0744,0.09,-0.12696,2018-10
0808,08,08,鹿島,0.11,-0.02184,0.08,-0.17952,2018-10
0809,08,09,鹿島,0.12,0.03072,0.11,-0.02184,2018-10
0810,08,10,鹿島,0.12,0.03072,0.09,-0.12696,2018-10
0811,08,11,鹿島,0.15,0.1884,0.13,0.08328,2018-10
0812,08,12,鹿島,0.14,0.13584,0.11,-0.02184,2018-10
0813,08,13,鹿島,0.15,0.1884,0.13,0.08328,2018-10
0814,08,14,鹿島,0.08,-0.17952,0.11,-0.02184,2018-10
0815,08,15,鹿島,0.15,0.1884,0.19,0.39864,2018-10
0816,08,16,鹿島,0.25,0.714,0.19,0.39864,2018-10
0817,08,17,原町,0.11,-0.02184,0.12,0.03072,2018-10
0818,08,18,原町,0.12,0.03072,0.09,-0.12696,2018-10
0819,08,19,原町,0.14,0.13584,0.12,0.03072,2018-10
0820,08,20,原町,0.15,0.1884,0.15,0.1884,2018-10
0821,08,21,原町,0.14,0.13584,0.14,0.13584,2018-10
0822,08,22,原町,0.11,-0.02184,0.12,0.03072,2018-10
0823,08,23,原町,0.1,-0.0744,0.15,0.1884,2018-10
0824,08,24,原町,0.13,0.08328,0.09,-0.12696,2018-10
0825,08,25,原町,,-0.6,,-0.6,2018-10
0826,08,26,原町,0.1,-0.0744,0.15,0.1884,2018-10
0827,08,27,原町,0.09,-0.12696,0.16,0.24096,2018-10
0828,08,28,原町,0.13,0.14,0.1,-0.0744,2018-10
0829,08,29,原町,0.11,-0.02184,0.1,-0.0744,2018-10
0830,08,30,原町,0.11,-0.02184,0.11,-0.02184,2018-10
0831,08,31,原町,0.11,-0.02184,0.12,0.03072,2018-10
0832,08,32,原町,0.11,-0.02184,0.1,-0.0744,2018-10
0833,08,33,原町,0.11,-0.02184,0.1,-0.0744,2018-10
0834,08,34,原町,0.09,-0.12696,0.09,-0.12696,2018-10
0835,08,35,原町,0.14,0.13584,0.15,0.1884,2018-10
0836,08,36,原町,0.18,0.34608,0.2,0.4512,2018-10
0837,08,37,原町,0.18,0.34608,0.18,0.34608,2018-10
0838,08,38,原町,0.13,0.08328,0.16,0.24096,2018-10
0839,08,39,小高,0.1,-0.0744,0.15,0.1884,2018-10
0840,08,40,小高,0.14,0.13584,0.12,0.03072,2018-10
0841,08,41,小高,0.1,-0.0744,0.12,0.03072,2018-10
0842,08,42,小高,0.12,0.03072,0.1,-0.0744,2018-10
0843,08,43,小高,0.11,-0.02184,0.11,-0.02184,2018-10
0844,08,44,小高,0.1,-0.0744,0.11,-0.02184,2018-10
0845,08,45,小高,0.1,-0.0744,0.1,-0.0744,2018-10
0846,08,46,小高,0.11,-0.02184,0.15,0.1884,2018-10
0847,08,47,小高,0.14,0.13584,0.21,0.50376,2018-10
0848,08,48,小高,0.14,0.13584,0.21,0.50376,2018-10
0849,08,49,小高,0.12,0.03072,0.17,0.29352,2018-10
0850,08,50,小高,0.06,-0.28464,0.1,-0.0744,2018-10
0851,08,51,小高,0.12,0.03072,0.17,0.29352,2018-10
0852,08,52,小高,0.2,0.4512,0.18,0.34608,2018-10
0904,09,04,鹿島,0.1,-0.0744,0.1,-0.0744,2018-10
0905,09,05,鹿島,0.11,-0.02184,0.15,0.1884,2018-10
0906,09,06,鹿島,0.14,0.13584,0.08,-0.17952,2018-10
0907,09,07,鹿島,0.16,0.24096,0.18,0.34608,2018-10
0908,09,08,鹿島,0.12,0.03072,0.1,-0.0744,2018-10
0909,09,09,鹿島,0.12,0.03072,0.1,-0.0744,2018-10
0910,09,10,鹿島,0.09,-0.12696,0.11,-0.02184,2018-10
0911,09,11,鹿島,0.09,-0.12696,0.1,-0.0744,2018-10
0912,09,12,鹿島,0.1,-0.0744,0.1,-0.0744,2018-10
0913,09,13,鹿島,0.12,0.03072,0.07,-0.23208,2018-10
0914,09,14,鹿島,0.08,-0.17952,0.11,-0.02184,2018-10
0915,09,15,鹿島,0.14,0.13584,0.09,-0.12696,2018-10
0916,09,16,鹿島,0.14,0.13584,0.11,-0.02184,2018-10
0917,09,17,鹿島,0.15,0.1884,0.11,-0.02184,2018-10
0918,09,18,原町,0.16,0.24096,0.12,0.03072,2018-10
0919,09,19,原町,0.09,-0.12696,0.09,-0.12696,2018-10
0920,09,20,原町,0.13,0.08328,0.1,-0.0744,2018-10
0921,09,21,原町,0.14,0.13584,0.13,0.08328,2018-10
0922,09,22,原町,0.15,0.1884,0.14,0.13584,2018-10
0923,09,23,原町,0.15,0.1884,0.16,0.24096,2018-10
0924,09,24,原町,0.12,0.03072,0.12,0.03072,2018-10
0925,09,25,原町,0.1,-0.0744,0.13,0.08328,2018-10
0926,09,26,原町,0.11,-0.02184,0.11,-0.02184,2018-10
0927,09,27,原町,0.12,0.03072,0.12,0.03072,2018-10
0928,09,28,原町,0.15,0.1884,0.17,0.29352,2018-10
0929,09,29,原町,0.08,-0.17952,0.1,-0.0744,2018-10
0930,09,30,原町,0.12,0.03072,0.1,-0.0744,2018-10
0931,09,31,原町,0.15,0.1884,0.13,0.08328,2018-10
0932,09,32,原町,0.14,0.13584,0.12,0.03072,2018-10
0933,09,33,原町,0.13,0.08328,0.17,0.29352,2018-10
0934,09,34,原町,0.11,-0.02184,0.08,-0.17952,2018-10
0935,09,35,原町,0.13,0.08328,0.13,0.08328,2018-10
0936,09,36,原町,0.14,0.13584,0.15,0.1884,2018-10
0937,09,37,原町,0.14,0.13584,0.09,-0.12696,2018-10
0938,09,38,原町,0.14,0.13584,0.15,0.1884,2018-10
0939,09,39,小高,0.2,0.4512,0.14,0.13584,2018-10
0940,09,40,小高,0.12,0.03072,0.12,0.03072,2018-10
0941,09,41,小高,0.1,-0.0744,0.09,-0.12696,2018-10
0942,09,42,小高,0.09,-0.12696,0.1,-0.0744,2018-10
0943,09,43,小高,0.16,0.24096,0.12,0.03072,2018-10
0944,09,44,小高,0.19,0.39864,0.14,0.13584,2018-10
0945,09,45,小高,0.11,-0.02184,0.15,0.1884,2018-10
0946,09,46,小高,0.12,0.03072,0.12,0.03072,2018-10
0947,09,47,小高,0.15,0.1884,0.19,0.39864,2018-10
0948,09,48,小高,,-0.6,,-0.6,2018-10
0949,09,49,小高,0.09,-0.12696,0.16,0.24096,2018-10
0950,09,50,小高,0.09,-0.12696,0.12,0.03072,2018-10
0951,09,51,小高,0.09,-0.12696,0.11,-0.02184,2018-10
0952,09,52,小高,0.1,-0.0744,0.1,-0.0744,2018-10
0953,09,53,小高,0.18,0.34608,0.19,0.39864,2018-10
1004,10,04,鹿島,0.12,0.03072,0.17,0.29352,2018-10
1005,10,05,鹿島,0.12,0.03072,0.08,-0.17952,2018-10
1006,10,06,鹿島,0.18,0.34608,0.18,0.34608,2018-10
1007,10,07,鹿島,0.15,0.1884,0.16,0.24096,2018-10
1008,10,08,鹿島,0.16,0.24096,0.14,0.13584,2018-10
1009,10,09,鹿島,0.14,0.13584,0.12,0.03072,2018-10
1010,10,10,鹿島,0.09,-0.12696,0.11,-0.02184,2018-10
1011,10,11,鹿島,0.1,-0.0744,0.1,-0.0744,2018-10
1012,10,12,鹿島,0.11,-0.02184,0.12,0.03072,2018-10
1013,10,13,鹿島,0.12,0.03072,0.12,0.03072,2018-10
1014,10,14,鹿島,0.12,0.03072,0.11,-0.02184,2018-10
1015,10,15,鹿島,0.11,-0.02184,0.09,-0.12696,2018-10
1016,10,16,鹿島,0.15,0.1884,0.25,0.714,2018-10
1017,10,17,原町,0.1,-0.0744,0.11,-0.02184,2018-10
1018,10,18,原町,0.13,0.08328,0.1,-0.0744,2018-10
1019,10,19,原町,0.16,0.24096,0.14,0.13584,2018-10
1020,10,20,原町,0.12,0.03072,0.13,0.08328,2018-10
1021,10,21,原町,0.13,0.08328,0.13,0.08328,2018-10
1022,10,22,原町,0.1,-0.0744,0.17,0.29352,2018-10
1023,10,23,原町,0.22,0.55632,0.16,0.24096,2018-10
1024,10,24,原町,0.15,0.1884,0.15,0.1884,2018-10
1025,10,25,原町,0.11,-0.02184,0.12,0.03072,2018-10
1026,10,26,原町,0.1,-0.0744,0.12,0.03072,2018-10
1027,10,27,原町,0.17,0.29352,0.19,0.39864,2018-10
1028,10,28,原町,0.1,-0.0744,0.16,0.24096,2018-10
1031,10,31,原町,0.09,-0.12696,0.12,0.03072,2018-10
1032,10,32,原町,0.12,0.03072,0.15,0.1884,2018-10
1033,10,33,原町,0.08,-0.17952,0.16,0.24096,2018-10
1034,10,34,原町,0.13,0.08328,0.11,-0.02184,2018-10
1035,10,35,原町,0.13,0.08328,0.16,0.24096,2018-10
1036,10,36,原町,0.15,0.1884,0.21,0.50376,2018-10
1037,10,37,原町,0.12,0.03072,0.15,0.1884,2018-10
1038,10,38,原町,0.16,0.24096,0.17,0.29352,2018-10
1039,10,39,小高,0.13,0.08328,0.19,0.39864,2018-10
1040,10,40,小高,0.12,0.03072,0.1,-0.0744,2018-10
1041,10,41,小高,0.12,0.03072,0.14,0.13584,2018-10
1042,10,42,小高,0.14,0.13584,0.12,0.03072,2018-10
1043,10,43,小高,0.16,0.24096,0.14,0.13584,2018-10
1044,10,44,小高,0.18,0.34608,0.16,0.24096,2018-10
1045,10,45,小高,0.17,0.29352,0.18,0.34608,2018-10
1048,10,48,小高,0.3,0.9768,0.34,1.18704,2018-10
1049,10,49,小高,0.19,0.39864,0.22,0.55632,2018-10
1050,10,50,小高,0.15,0.1884,0.09,-0.12696,2018-10
1051,10,51,小高,0.16,0.24096,0.22,0.55632,2018-10
1052,10,52,小高,0.22,0.55632,0.22,0.55632,2018-10
1053,10,53,小高,,-0.6,,-0.6,2018-10
1103,11,03,鹿島,0.06,-0.28464,0.08,-0.17952,2018-10
1104,11,04,鹿島,0.13,0.08328,0.17,0.29352,2018-10
1105,11,05,鹿島,0.13,0.08328,0.12,0.03072,2018-10
1106,11,06,鹿島,0.13,0.08328,0.07,-0.23208,2018-10
1107,11,07,鹿島,0.16,0.24096,0.13,0.08328,2018-10
1108,11,08,鹿島,0.13,0.08328,0.12,0.03072,2018-10
1109,11,09,鹿島,0.13,0.08328,0.11,-0.02184,2018-10
1110,11,10,鹿島,0.09,-0.12696,0.12,0.03072,2018-10
1111,11,11,鹿島,0.11,-0.02184,0.12,0.03072,2018-10
1112,11,12,鹿島,0.12,0.03072,0.12,0.03072,2018-10
1113,11,13,鹿島,0.08,-0.17952,0.1,-0.0744,2018-10
1114,11,14,鹿島,0.1,-0.0744,0.08,-0.17952,2018-10
1115,11,15,鹿島,0.22,0.55632,0.15,0.1884,2018-10
1116,11,16,鹿島,0.21,0.50376,0.2,0.4512,2018-10
1117,11,17,鹿島,0.23,0.60888,0.23,0.60888,2018-10
1118,11,18,原町,0.15,0.1884,0.08,-0.17952,2018-10
1119,11,19,原町,0.08,-0.17952,0.1,-0.0744,2018-10
1120,11,20,原町,0.17,0.29352,0.11,-0.02184,2018-10
1121,11,21,原町,0.15,0.1884,0.11,-0.02184,2018-10
1122,11,22,原町,0.13,0.08328,0.11,-0.02184,2018-10
1123,11,23,原町,0.12,0.03072,0.15,0.1884,2018-10
1124,11,24,原町,0.12,0.03072,0.14,0.13584,2018-10
1125,11,25,原町,0.27,0.81912,0.15,0.1884,2018-10
1126,11,26,原町,0.14,0.13584,0.1,-0.0744,2018-10
1127,11,27,原町,0.13,0.08328,0.08,-0.17952,2018-10
1128,11,28,原町,0.14,0.13584,0.08,-0.17952,2018-10
1129,11,29,原町,0.13,0.08328,0.08,-0.17952,2018-10
1130,11,30,原町,0.15,0.1884,0.12,0.03072,2018-10
1131,11,31,原町,0.12,0.03072,0.18,0.34608,2018-10
1132,11,32,原町,0.08,-0.17952,0.11,-0.02184,2018-10
1133,11,33,原町,0.12,0.03072,0.11,-0.02184,2018-10
1134,11,34,原町,0.17,0.29352,0.16,0.24096,2018-10
1135,11,35,原町,0.15,0.1884,0.15,0.1884,2018-10
1136,11,36,原町,0.1,-0.0744,0.18,0.34608,2018-10
1137,11,37,原町,0.15,0.1884,0.17,0.29352,2018-10
1138,11,38,原町,0.16,0.24096,0.23,0.60888,2018-10
1139,11,39,小高,0.18,0.34608,0.19,0.39864,2018-10
1140,11,40,小高,0.13,0.08328,0.12,0.03072,2018-10
1141,11,41,小高,0.15,0.1884,0.11,-0.02184,2018-10
1142,11,42,小高,0.13,0.08328,0.11,-0.02184,2018-10
1143,11,43,小高,0.13,0.08328,0.14,0.13584,2018-10
1144,11,44,小高,0.15,0.1884,0.17,0.29352,2018-10
1145,11,45,小高,0.13,0.08328,0.22,0.55632,2018-10
1146,11,46,小高,0.18,0.34608,0.19,0.39864,2018-10
1147,11,47,小高,0.12,0.03072,0.19,0.39864,2018-10
1148,11,48,小高,0.15,0.1884,0.17,0.29352,2018-10
1149,11,49,小高,0.14,0.13584,0.2,0.4512,2018-10
1150,11,50,小高,0.16,0.24096,0.15,0.1884,2018-10
1151,11,51,小高,0.07,-0.23208,0.17,0.29352,2018-10
1152,11,52,小高,0.17,0.29352,0.18,0.34608,2018-10
1203,12,03,鹿島,0.1,-0.0744,0.11,-0.02184,2018-10
1204,12,04,鹿島,0.13,0.08328,0.11,-0.02184,2018-10
1205,12,05,鹿島,0.09,-0.12696,0.13,0.08328,2018-10
1206,12,06,鹿島,0.14,0.13584,0.08,-0.17952,2018-10
1207,12,07,鹿島,0.11,-0.02184,0.16,0.24096,2018-10
1208,12,08,鹿島,0.09,-0.12696,0.11,-0.02184,2018-10
1209,12,09,鹿島,0.11,-0.02184,0.1,-0.0744,2018-10
1210,12,10,鹿島,0.16,0.24096,0.14,0.13584,2018-10
1211,12,11,鹿島,0.13,0.08328,0.13,0.08328,2018-10
1212,12,12,鹿島,0.12,0.03072,0.11,-0.02184,2018-10
1213,12,13,鹿島,0.15,0.1884,0.1,-0.0744,2018-10
1214,12,14,鹿島,0.08,-0.17952,0.08,-0.17952,2018-10
1215,12,15,鹿島,0.2,0.4512,0.11,-0.02184,2018-10
1216,12,16,鹿島,0.08,-0.17952,0.12,0.03072,2018-10
1217,12,17,鹿島,0.25,0.714,0.15,0.1884,2018-10
1218,12,18,鹿島,0.22,0.55632,0.12,0.03072,2018-10
1219,12,19,原町,0.19,0.39864,0.18,0.34608,2018-10
1220,12,20,原町,0.12,0.03072,0.1,-0.0744,2018-10
1221,12,21,原町,0.14,0.13584,0.11,-0.02184,2018-10
1222,12,22,原町,0.14,0.13584,0.12,0.03072,2018-10
1223,12,23,原町,0.14,0.13584,0.15,0.1884,2018-10
1224,12,24,原町,0.14,0.13584,0.12,0.03072,2018-10
1225,12,25,原町,0.15,0.1884,0.12,0.03072,2018-10
1226,12,26,原町,0.13,0.08328,0.12,0.03072,2018-10
1227,12,27,原町,0.16,0.24096,0.11,-0.02184,2018-10
1228,12,28,原町,0.2,0.4512,0.15,0.1884,2018-10
1229,12,29,原町,0.11,-0.02184,0.15,0.1884,2018-10
1230,12,30,原町,0.19,0.39864,0.21,0.50376,2018-10
1231,12,31,原町,0.2,0.4512,0.18,0.34608,2018-10
1232,12,32,原町,0.11,-0.02184,0.16,0.24096,2018-10
1233,12,33,原町,0.19,0.39864,0.18,0.34608,2018-10
1234,12,34,原町,0.23,0.60888,0.25,0.714,2018-10
1235,12,35,原町,0.14,0.13584,0.11,-0.02184,2018-10
1236,12,36,原町,0.12,0.03072,0.13,0.08328,2018-10
1237,12,37,原町,0.14,0.13584,0.19,0.39864,2018-10
1238,12,38,原町,0.16,0.24096,0.23,0.60888,2018-10
1239,12,39,小高,0.12,0.03072,0.1,-0.0744,2018-10
1240,12,40,小高,0.13,0.08328,0.11,-0.02184,2018-10
1241,12,41,小高,0.1,-0.0744,0.16,0.24096,2018-10
1242,12,42,小高,0.13,0.08328,0.11,-0.02184,2018-10
1243,12,43,小高,0.13,0.08328,0.19,0.39864,2018-10
1244,12,44,小高,0.19,0.39864,0.23,0.60888,2018-10
1245,12,45,小高,0.18,0.34608,0.15,0.1884,2018-10
1247,12,47,小高,0.16,0.24096,0.14,0.13584,2018-10
1248,12,48,小高,0.23,0.60888,0.19,0.39864,2018-10
1249,12,49,小高,0.2,0.4512,0.17,0.29352,2018-10
1250,12,50,小高,0.19,0.39864,0.28,0.87168,2018-10
1251,12,51,小高,0.48,1.92288,0.27,0.81912,2018-10
1252,12,52,小高,0.32,1.08192,0.26,0.76656,2018-10
1302,13,02,鹿島,0.14,0.13584,0.1,-0.0744,2018-10
1303,13,03,鹿島,0.14,0.13584,0.11,-0.02184,2018-10
1304,13,04,鹿島,0.23,0.60888,0.22,0.55632,2018-10
1305,13,05,鹿島,0.17,0.29352,0.11,-0.02184,2018-10
1306,13,06,鹿島,0.21,0.50376,0.18,0.34608,2018-10
1307,13,07,鹿島,0.16,0.24096,0.14,0.13584,2018-10
1308,13,08,鹿島,0.17,0.29352,0.14,0.13584,2018-10
1309,13,09,鹿島,0.09,-0.12696,0.18,0.34608,2018-10
1310,13,10,鹿島,0.14,0.13584,0.15,0.1884,2018-10
1311,13,11,鹿島,0.09,-0.12696,0.14,0.13584,2018-10
1312,13,12,鹿島,0.1,-0.0744,0.11,-0.02184,2018-10
1313,13,13,鹿島,0.13,0.08328,0.12,0.03072,2018-10
1314,13,14,鹿島,0.15,0.1884,0.13,0.08328,2018-10
1315,13,15,鹿島,0.35,1.2396,0.19,0.39864,2018-10
1316,13,16,鹿島,0.07,-0.23208,0.09,-0.12696,2018-10
1317,13,17,鹿島,0.18,0.34608,0.18,0.34608,2018-10
1318,13,18,原町,0.14,0.13584,0.12,0.03072,2018-10
1319,13,19,原町,0.18,0.34608,0.16,0.24096,2018-10
1320,13,20,原町,0.18,0.34608,0.12,0.03072,2018-10
1321,13,21,原町,0.12,0.03072,0.14,0.13584,2018-10
1322,13,22,原町,0.15,0.1884,0.16,0.24096,2018-10
1323,13,23,原町,0.13,0.08328,0.13,0.08328,2018-10
1324,13,24,原町,0.21,0.50376,0.14,0.13584,2018-10
1325,13,25,原町,0.17,0.29352,0.13,0.08328,2018-10
1326,13,26,原町,0.15,0.1884,0.14,0.13584,2018-10
1327,13,27,原町,0.12,0.03072,0.13,0.08328,2018-10
1328,13,28,原町,0.11,-0.02184,0.1,-0.0744,2018-10
1329,13,29,原町,0.11,-0.02184,0.13,0.08328,2018-10
1330,13,30,原町,0.19,0.39864,0.12,0.03072,2018-10
1331,13,31,原町,0.16,0.24096,0.17,0.29352,2018-10
1332,13,32,原町,0.14,0.13584,0.14,0.13584,2018-10
1333,13,33,原町,0.23,0.60888,0.16,0.24096,2018-10
1334,13,34,原町,0.18,0.34608,0.23,0.60888,2018-10
1335,13,35,原町,0.13,0.08328,0.13,0.08328,2018-10
1336,13,36,原町,0.12,0.03072,0.13,0.08328,2018-10
1337,13,37,原町,0.13,0.08328,0.12,0.03072,2018-10
1338,13,38,小高,0.12,0.03072,0.13,0.08328,2018-10
1339,13,39,小高,0.11,-0.02184,0.1,-0.0744,2018-10
1340,13,40,小高,0.12,0.03072,0.1,-0.0744,2018-10
1341,13,41,小高,0.13,0.08328,0.12,0.03072,2018-10
1342,13,42,小高,0.14,0.13584,0.12,0.03072,2018-10
1343,13,43,小高,0.16,0.24096,0.15,0.1884,2018-10
1344,13,44,小高,0.21,0.50376,0.11,-0.02184,2018-10
1345,13,45,小高,0.15,0.1884,0.15,0.1884,2018-10
