ID,Y,,City,1cm,1cmyear,100cm,100cmyear,Date
1304,4,13,鹿島,0.16,0.24096,0.18,0.34608,2015-10
1204,4,12,鹿島,0.1,-0.0744,0.1,-0.0744,2015-10
1104,4,11,鹿島,0.1,-0.0744,0.1,-0.0744,2015-10
1004,4,10,鹿島,0.1,-0.0744,0.1,-0.0744,2015-10
0904,4,9,鹿島,0.11,-0.02184,0.16,0.24096,2015-10
3305,5,33,鹿島,0.12,0.03072,0.27,0.81912,2015-10
3205,5,32,鹿島,0.22,0.55632,0.34,1.18704,2015-10
3105,5,31,鹿島,0.15,0.1884,0.21,0.50376,2015-10
3005,5,30,鹿島,0.19,0.39864,0.22,0.55632,2015-10
2905,5,29,鹿島,0.16,0.24096,0.14,0.13584,2015-10
2805,5,28,鹿島,0.18,0.34608,0.21,0.50376,2015-10
2705,5,27,鹿島,0.33,1.13448,0.26,0.76656,2015-10
2605,5,26,鹿島,0.2,0.4512,0.18,0.34608,2015-10
2305,5,23,鹿島,0.13,0.08328,0.13,0.08328,2015-10
2205,5,22,鹿島,0.13,0.08328,0.14,0.13584,2015-10
2105,5,21,鹿島,0.14,0.13584,0.15,0.1884,2015-10
2005,5,20,鹿島,0.15,0.1884,0.13,0.08328,2015-10
1905,5,19,鹿島,0.14,0.13584,0.18,0.34608,2015-10
1805,5,18,鹿島,0.18,0.34608,0.22,0.55632,2015-10
1705,5,17,鹿島,0.17,0.29352,0.14,0.13584,2015-10
1605,5,16,鹿島,0.22,0.55632,0.22,0.55632,2015-10
1505,5,15,鹿島,0.24,0.66144,0.21,0.50376,2015-10
1405,5,14,鹿島,0.15,0.1884,0.16,0.24096,2015-10
1305,5,13,鹿島,0.21,0.50376,0.17,0.29352,2015-10
1205,5,12,鹿島,0.11,-0.02184,0.13,0.08328,2015-10
1105,5,11,鹿島,0.16,0.24096,0.2,0.4512,2015-10
1005,5,10,鹿島,0.1,-0.0744,0.12,0.03072,2015-10
0905,5,9,鹿島,0.12,0.03072,0.11,-0.02184,2015-10
3306,6,33,鹿島,0.27,0.81912,0.22,0.55632,2015-10
3206,6,32,鹿島,0.14,0.13584,0.24,0.66144,2015-10
3106,6,31,鹿島,0.17,0.29352,0.22,0.55632,2015-10
3006,6,30,鹿島,0.2,0.4512,0.27,0.81912,2015-10
2906,6,29,鹿島,0.17,0.29352,0.17,0.29352,2015-10
2806,6,28,鹿島,0.2,0.4512,0.2,0.4512,2015-10
2306,6,23,鹿島,0.16,0.24096,0.25,0.714,2015-10
2206,6,22,鹿島,0.23,0.60888,0.16,0.24096,2015-10
2106,6,21,鹿島,0.23,0.60888,0.14,0.13584,2015-10
2006,6,20,鹿島,0.15,0.1884,0.16,0.24096,2015-10
1906,6,19,鹿島,0.27,0.81912,0.16,0.24096,2015-10
1806,6,18,鹿島,0.12,0.03072,0.14,0.13584,2015-10
1706,6,17,鹿島,0.12,0.03072,0.14,0.13584,2015-10
1606,6,16,鹿島,0.12,0.03072,0.15,0.1884,2015-10
1506,6,15,鹿島,0.14,0.13584,0.16,0.24096,2015-10
1406,6,14,鹿島,0.18,0.34608,0.2,0.4512,2015-10
1306,6,13,鹿島,0.19,0.39864,0.2,0.4512,2015-10
1206,6,12,鹿島,0.14,0.13584,0.17,0.29352,2015-10
1106,6,11,鹿島,0.13,0.08328,0.12,0.03072,2015-10
1006,6,10,鹿島,0.12,0.03072,0.13,0.08328,2015-10
0906,6,9,鹿島,0.12,0.03072,0.11,-0.02184,2015-10
0806,6,8,鹿島,0.11,-0.02184,0.09,-0.12696,2015-10
3307,7,33,鹿島,0.39,1.44984,0.45,1.7652,2015-10
3207,7,32,鹿島,0.25,0.714,0.28,0.87168,2015-10
3107,7,31,鹿島,0.18,0.34608,0.26,0.76656,2015-10
3007,7,30,鹿島,0.81,3.65736,0.34,1.18704,2015-10
2907,7,29,鹿島,0.26,0.76656,0.2,0.4512,2015-10
2307,7,23,鹿島,0.18,0.34608,0.16,0.24096,2015-10
2207,7,22,鹿島,0.15,0.1884,0.17,0.29352,2015-10
2107,7,21,鹿島,0.16,0.24096,0.26,0.76656,2015-10
2007,7,20,鹿島,0.29,0.92424,0.31,1.02936,2015-10
1907,7,19,鹿島,0.31,1.02936,0.24,0.66144,2015-10
1807,7,18,鹿島,0.21,0.50376,0.25,0.714,2015-10
1707,7,17,鹿島,0.12,0.03072,0.16,0.24096,2015-10
1607,7,16,鹿島,0.13,0.08328,0.14,0.13584,2015-10
1507,7,15,鹿島,0.11,-0.02184,0.16,0.24096,2015-10
1407,7,14,鹿島,0.2,0.4512,0.21,0.50376,2015-10
1307,7,13,鹿島,0.13,0.08328,0.13,0.08328,2015-10
1207,7,12,鹿島,0.16,0.24096,0.15,0.1884,2015-10
1107,7,11,鹿島,0.17,0.29352,0.16,0.24096,2015-10
1007,7,10,鹿島,0.12,0.03072,0.13,0.08328,2015-10
0907,7,9,鹿島,0.12,0.03072,0.11,-0.02184,2015-10
0807,7,8,鹿島,0.11,-0.02184,0.12,0.03072,2015-10
3008,8,30,鹿島,0.21,0.50376,0.25,0.714,2015-10
2908,8,29,鹿島,0.19,0.39864,0.2,0.4512,2015-10
2308,8,23,鹿島,0.22,0.55632,0.28,0.87168,2015-10
2208,8,22,鹿島,0.19,0.39864,0.19,0.39864,2015-10
2108,8,21,鹿島,0.1,-0.0744,0.12,0.03072,2015-10
2008,8,20,鹿島,0.36,1.29216,0.19,0.39864,2015-10
1908,8,19,鹿島,0.49,1.97544,0.24,0.66144,2015-10
1808,8,18,鹿島,0.14,0.13584,0.21,0.50376,2015-10
1708,8,17,鹿島,0.13,0.08328,0.16,0.24096,2015-10
1608,8,16,鹿島,0.11,-0.02184,0.12,0.03072,2015-10
1508,8,15,鹿島,0.13,0.08328,0.14,0.13584,2015-10
1408,8,14,鹿島,0.27,0.81912,0.24,0.66144,2015-10
1308,8,13,鹿島,0.13,0.08328,0.13,0.08328,2015-10
1208,8,12,鹿島,0.14,0.13584,0.12,0.03072,2015-10
1108,8,11,鹿島,0.12,0.03072,0.14,0.13584,2015-10
1008,8,10,鹿島,0.13,0.08328,0.14,0.13584,2015-10
0908,8,9,鹿島,0.15,0.1884,0.15,0.1884,2015-10
0808,8,8,鹿島,0.12,0.03072,0.13,0.08328,2015-10
3009,9,30,鹿島,0.29,0.92424,0.24,0.66144,2015-10
2309,9,23,鹿島,0.18,0.34608,0.27,0.81912,2015-10
2209,9,22,鹿島,0.14,0.13584,0.18,0.34608,2015-10
2109,9,21,鹿島,0.14,0.13584,0.15,0.1884,2015-10
2009,9,20,鹿島,0.1,-0.0744,0.14,0.13584,2015-10
1909,9,19,鹿島,0.21,0.50376,0.22,0.55632,2015-10
1809,9,18,鹿島,0.28,0.87168,0.22,0.55632,2015-10
1709,9,17,鹿島,0.13,0.08328,0.15,0.1884,2015-10
1609,9,16,鹿島,0.13,0.08328,0.17,0.29352,2015-10
1509,9,15,鹿島,0.11,-0.02184,0.14,0.13584,2015-10
1409,9,14,鹿島,0.17,0.29352,0.22,0.55632,2015-10
1309,9,13,鹿島,0.17,0.29352,0.13,0.08328,2015-10
1209,9,12,鹿島,0.12,0.03072,0.15,0.1884,2015-10
1109,9,11,鹿島,0.12,0.03072,0.16,0.24096,2015-10
1009,9,10,鹿島,0.13,0.08328,0.13,0.08328,2015-10
0909,9,9,鹿島,0.12,0.03072,0.12,0.03072,2015-10
0809,9,8,鹿島,0.12,0.03072,0.12,0.03072,2015-10
3010,10,30,鹿島,0.58,2.44848,0.42,1.60752,2015-10
2310,10,23,鹿島,0.25,0.714,0.27,0.81912,2015-10
2210,10,22,鹿島,0.3,0.9768,0.32,1.08192,2015-10
2110,10,21,鹿島,0.17,0.29352,0.2,0.4512,2015-10
2010,10,20,鹿島,0.24,0.66144,0.2,0.4512,2015-10
1910,10,19,鹿島,0.19,0.39864,0.15,0.1884,2015-10
1810,10,18,鹿島,0.14,0.13584,0.21,0.50376,2015-10
1710,10,17,鹿島,0.11,-0.02184,0.13,0.08328,2015-10
1610,10,16,鹿島,0.14,0.13584,0.16,0.24096,2015-10
1510,10,15,鹿島,0.15,0.1884,0.19,0.39864,2015-10
1410,10,14,鹿島,0.1,-0.0744,0.12,0.03072,2015-10
1310,10,13,鹿島,0.14,0.13584,0.15,0.1884,2015-10
1210,10,12,鹿島,0.14,0.13584,0.14,0.13584,2015-10
1110,10,11,鹿島,0.13,0.08328,0.14,0.13584,2015-10
1010,10,10,鹿島,0.12,0.03072,0.14,0.13584,2015-10
0910,10,9,鹿島,0.12,0.03072,0.13,0.08328,2015-10
0810,10,8,鹿島,0.14,0.13584,0.11,-0.02184,2015-10
3011,11,30,鹿島,0.55,2.2908,0.42,1.60752,2015-10
2911,11,29,鹿島,0.54,2.23824,0.49,1.97544,2015-10
2211,11,22,鹿島,0.19,0.39864,0.26,0.76656,2015-10
2111,11,21,鹿島,0.18,0.34608,0.22,0.55632,2015-10
2011,11,20,鹿島,0.19,0.39864,0.21,0.50376,2015-10
1911,11,19,鹿島,0.24,0.66144,0.2,0.4512,2015-10
1811,11,18,鹿島,0.16,0.24096,0.16,0.24096,2015-10
1711,11,17,鹿島,0.11,-0.02184,0.13,0.08328,2015-10
1611,11,16,鹿島,0.2,0.4512,0.23,0.60888,2015-10
1511,11,15,鹿島,0.17,0.29352,0.24,0.66144,2015-10
1411,11,14,鹿島,0.12,0.03072,0.13,0.08328,2015-10
1311,11,13,鹿島,0.18,0.34608,0.21,0.50376,2015-10
1211,11,12,鹿島,0.12,0.03072,0.12,0.03072,2015-10
1111,11,11,鹿島,0.14,0.13584,0.14,0.13584,2015-10
1011,11,10,鹿島,0.13,0.08328,0.09,-0.12696,2015-10
0911,11,9,鹿島,0.14,0.13584,0.12,0.03072,2015-10
0811,11,8,鹿島,0.18,0.34608,0.12,0.03072,2015-10
2912,12,29,鹿島,0.3,0.9768,0.32,1.08192,2015-10
2812,12,28,鹿島,0.24,0.66144,0.19,0.39864,2015-10
2212,12,22,鹿島,0.37,1.34472,0.22,0.55632,2015-10
2112,12,21,鹿島,0.15,0.1884,0.19,0.39864,2015-10
2012,12,20,鹿島,0.15,0.1884,0.2,0.4512,2015-10
1912,12,19,鹿島,0.24,0.66144,0.23,0.60888,2015-10
1812,12,18,鹿島,0.12,0.03072,0.21,0.50376,2015-10
1712,12,17,鹿島,0.14,0.13584,0.17,0.29352,2015-10
1612,12,16,鹿島,0.12,0.03072,0.16,0.24096,2015-10
1512,12,15,鹿島,0.22,0.55632,0.15,0.1884,2015-10
1412,12,14,鹿島,0.16,0.24096,0.14,0.13584,2015-10
1312,12,13,鹿島,0.21,0.50376,0.22,0.55632,2015-10
1212,12,12,鹿島,0.15,0.1884,0.13,0.08328,2015-10
1112,12,11,鹿島,0.16,0.24096,0.13,0.08328,2015-10
1012,12,10,鹿島,0.08,-0.17952,0.1,-0.0744,2015-10
0912,12,9,鹿島,0.12,0.03072,0.13,0.08328,2015-10
0812,12,8,鹿島,0.15,0.1884,0.11,-0.02184,2015-10
2913,13,29,鹿島,0.4,1.5024,0.41,1.55496,2015-10
2813,13,28,鹿島,0.32,1.08192,0.31,1.02936,2015-10
2713,13,27,鹿島,0.29,0.92424,0.35,1.2396,2015-10
2613,13,26,鹿島,0.24,0.66144,0.3,0.9768,2015-10
2513,13,25,鹿島,0.2,0.4512,0.21,0.50376,2015-10
2413,13,24,鹿島,0.34,1.18704,0.34,1.18704,2015-10
2313,13,23,鹿島,0.23,0.60888,0.25,0.714,2015-10
2213,13,22,鹿島,0.15,0.1884,0.2,0.4512,2015-10
2113,13,21,鹿島,0.19,0.39864,0.18,0.34608,2015-10
2013,13,20,鹿島,0.15,0.1884,0.18,0.34608,2015-10
1913,13,19,鹿島,0.18,0.34608,0.15,0.1884,2015-10
1813,13,18,鹿島,0.2,0.4512,0.24,0.66144,2015-10
1713,13,17,鹿島,0.16,0.24096,0.18,0.34608,2015-10
1613,13,16,鹿島,0.17,0.29352,0.18,0.34608,2015-10
1513,13,15,鹿島,0.14,0.13584,0.16,0.24096,2015-10
1413,13,14,鹿島,0.18,0.34608,0.2,0.4512,2015-10
1313,13,13,鹿島,0.21,0.50376,0.18,0.34608,2015-10
1213,13,12,鹿島,0.14,0.13584,0.15,0.1884,2015-10
1113,13,11,鹿島,0.1,-0.0744,0.12,0.03072,2015-10
1013,13,10,鹿島,0.21,0.50376,0.16,0.24096,2015-10
0913,13,9,鹿島,0.09,-0.12696,0.15,0.1884,2015-10
0813,13,8,鹿島,0.14,0.13584,0.18,0.34608,2015-10
2814,14,28,鹿島,0.42,1.60752,0.31,1.02936,2015-10
2614,14,26,鹿島,0.64,2.76384,0.57,2.39592,2015-10
2514,14,25,鹿島,0.44,1.71264,0.52,2.13312,2015-10
2414,14,24,鹿島,0.36,1.29216,0.4,1.5024,2015-10
2314,14,23,鹿島,0.27,0.81912,0.23,0.60888,2015-10
2214,14,22,鹿島,0.2,0.4512,0.21,0.50376,2015-10
2114,14,21,鹿島,0.21,0.50376,0.31,1.02936,2015-10
2014,14,20,鹿島,0.16,0.24096,0.25,0.714,2015-10
1914,14,19,鹿島,0.41,1.55496,0.36,1.29216,2015-10
1814,14,18,鹿島,0.36,1.29216,0.27,0.81912,2015-10
1714,14,17,鹿島,0.18,0.34608,0.22,0.55632,2015-10
1614,14,16,鹿島,0.11,-0.02184,0.16,0.24096,2015-10
1514,14,15,鹿島,0.18,0.34608,0.2,0.4512,2015-10
1414,14,14,鹿島,0.24,0.66144,0.22,0.55632,2015-10
1314,14,13,鹿島,0.2,0.4512,0.28,0.87168,2015-10
1214,14,12,鹿島,0.14,0.13584,0.15,0.1884,2015-10
1114,14,11,鹿島,0.23,0.60888,0.15,0.1884,2015-10
1014,14,10,鹿島,0.14,0.13584,0.15,0.1884,2015-10
0914,14,9,鹿島,0.1,-0.0744,0.14,0.13584,2015-10
0814,14,8,鹿島,0.21,0.50376,0.21,0.50376,2015-10
2715,15,27,鹿島,0.42,1.60752,0.41,1.55496,2015-10
2615,15,26,鹿島,0.43,1.66008,0.47,1.87032,2015-10
2315,15,23,原町,0.15,0.1884,0.24,0.66144,2015-10
2215,15,22,原町,0.17,0.29352,0.2,0.4512,2015-10
2115,15,21,原町,0.2,0.4512,0.2,0.4512,2015-10
2015,15,20,原町,0.2,0.4512,0.25,0.714,2015-10
1915,15,19,鹿島,0.4,1.5024,0.22,0.55632,2015-10
1815,15,18,鹿島,0.17,0.29352,0.19,0.39864,2015-10
1715,15,17,鹿島,0.19,0.39864,0.21,0.50376,2015-10
1615,15,16,鹿島,0.14,0.13584,0.14,0.13584,2015-10
1515,15,15,鹿島,0.14,0.13584,0.16,0.24096,2015-10
1415,15,14,鹿島,0.14,0.13584,0.17,0.29352,2015-10
1315,15,13,鹿島,0.15,0.1884,0.16,0.24096,2015-10
1215,15,12,鹿島,0.15,0.1884,0.18,0.34608,2015-10
1115,15,11,鹿島,0.15,0.1884,0.17,0.29352,2015-10
1015,15,10,鹿島,0.15,0.1884,0.14,0.13584,2015-10
0915,15,9,鹿島,0.13,0.08328,0.13,0.08328,2015-10
0815,15,8,鹿島,0.14,0.13584,0.15,0.1884,2015-10
2816,16,28,原町,0.45,1.7652,0.4,1.5024,2015-10
2316,16,23,原町,0.25,0.714,0.31,1.02936,2015-10
2216,16,22,原町,0.36,1.29216,0.39,1.44984,2015-10
2116,16,21,原町,0.18,0.34608,0.2,0.4512,2015-10
2016,16,20,原町,0.18,0.34608,0.22,0.55632,2015-10
1916,16,19,原町,0.22,0.55632,0.17,0.29352,2015-10
1816,16,18,原町,0.17,0.29352,0.25,0.714,2015-10
1516,16,15,鹿島,0.15,0.1884,0.17,0.29352,2015-10
1416,16,14,鹿島,0.15,0.1884,0.17,0.29352,2015-10
1316,16,13,鹿島,0.18,0.34608,0.18,0.34608,2015-10
1216,16,12,鹿島,0.17,0.29352,0.17,0.29352,2015-10
1116,16,11,鹿島,0.15,0.1884,0.16,0.24096,2015-10
1016,16,10,原町,0.16,0.24096,0.19,0.39864,2015-10
0916,16,9,鹿島,0.14,0.13584,0.14,0.13584,2015-10
0816,16,8,原町,0.15,0.1884,0.15,0.1884,2015-10
2917,17,29,原町,0.42,1.60752,0.43,1.66008,2015-10
2717,17,27,原町,0.46,1.81776,0.38,1.39728,2015-10
2317,17,23,原町,0.43,1.66008,0.33,1.13448,2015-10
2217,17,22,原町,0.26,0.76656,0.26,0.76656,2015-10
2117,17,21,原町,0.2,0.4512,0.21,0.50376,2015-10
2017,17,20,原町,0.17,0.29352,0.2,0.4512,2015-10
1917,17,19,原町,0.2,0.4512,0.2,0.4512,2015-10
1817,17,18,原町,0.16,0.24096,0.23,0.60888,2015-10
1717,17,17,原町,0.15,0.1884,0.16,0.24096,2015-10
1517,17,15,鹿島,0.13,0.08328,0.15,0.1884,2015-10
1417,17,14,鹿島,0.13,0.08328,0.13,0.08328,2015-10
1317,17,13,鹿島,0.15,0.1884,0.15,0.1884,2015-10
1217,17,12,鹿島,0.16,0.24096,0.16,0.24096,2015-10
1117,17,11,鹿島,0.13,0.08328,0.19,0.39864,2015-10
1017,17,10,原町,0.14,0.13584,0.19,0.39864,2015-10
0917,17,9,鹿島,0.13,0.08328,0.15,0.1884,2015-10
0817,17,8,原町,0.14,0.13584,0.16,0.24096,2015-10
2918,18,29,原町,0.45,1.7652,0.51,2.08056,2015-10
2818,18,28,原町,1.25,5.97,0.95,4.3932,2015-10
2718,18,27,原町,0.29,0.92424,0.43,1.66008,2015-10
2618,18,26,原町,0.24,0.66144,0.29,0.92424,2015-10
2518,18,25,原町,0.34,1.18704,0.35,1.2396,2015-10
2418,18,24,原町,0.42,1.60752,0.42,1.60752,2015-10
2318,18,23,原町,0.22,0.55632,0.23,0.60888,2015-10
2218,18,22,原町,0.19,0.39864,0.28,0.87168,2015-10
2118,18,21,原町,0.62,2.65872,0.27,0.81912,2015-10
2018,18,20,原町,0.21,0.50376,0.2,0.4512,2015-10
1918,18,19,原町,0.16,0.24096,0.21,0.50376,2015-10
1818,18,18,原町,0.17,0.29352,0.24,0.66144,2015-10
1718,18,17,原町,0.21,0.50376,0.18,0.34608,2015-10
1618,18,16,原町,0.2,0.4512,0.22,0.55632,2015-10
1518,18,15,原町,0.19,0.39864,0.17,0.29352,2015-10
1418,18,14,原町,0.15,0.1884,0.18,0.34608,2015-10
1318,18,13,鹿島,0.12,0.03072,0.12,0.03072,2015-10
1218,18,12,鹿島,0.14,0.13584,0.18,0.34608,2015-10
1118,18,11,原町,0.22,0.55632,0.15,0.1884,2015-10
1018,18,10,原町,0.16,0.24096,0.13,0.08328,2015-10
0918,18,9,原町,0.13,0.08328,0.13,0.08328,2015-10
0818,18,8,原町,0.14,0.13584,0.1,-0.0744,2015-10
3019,19,30,原町,1,4.656,0.95,4.3932,2015-10
2919,19,29,原町,0.58,2.44848,0.53,2.18568,2015-10
2819,19,28,原町,0.43,1.66008,0.52,2.13312,2015-10
2719,19,27,原町,0.23,0.60888,0.37,1.34472,2015-10
2619,19,26,原町,0.19,0.39864,0.38,1.39728,2015-10
2519,19,25,原町,0.29,0.92424,0.29,0.92424,2015-10
2419,19,24,原町,0.4,1.5024,0.37,1.34472,2015-10
2319,19,23,原町,0.18,0.34608,0.19,0.39864,2015-10
2219,19,22,原町,0.17,0.29352,0.19,0.39864,2015-10
2119,19,21,原町,0.15,0.1884,0.18,0.34608,2015-10
2019,19,20,原町,0.23,0.60888,0.22,0.55632,2015-10
1919,19,19,原町,0.18,0.34608,0.19,0.39864,2015-10
1819,19,18,原町,0.3,0.9768,0.38,1.39728,2015-10
1719,19,17,原町,0.23,0.60888,0.18,0.34608,2015-10
1619,19,16,原町,0.25,0.714,0.25,0.714,2015-10
1519,19,15,原町,0.2,0.4512,0.15,0.1884,2015-10
1419,19,14,原町,0.2,0.4512,0.15,0.1884,2015-10
1319,19,13,原町,0.19,0.39864,0.18,0.34608,2015-10
1219,19,12,原町,0.21,0.50376,0.19,0.39864,2015-10
1119,19,11,原町,0.14,0.13584,0.1,-0.0744,2015-10
1019,19,10,原町,0.14,0.13584,0.1,-0.0744,2015-10
0919,19,9,原町,0.15,0.1884,0.19,0.39864,2015-10
0819,19,8,原町,0.16,0.24096,0.19,0.39864,2015-10
2720,20,27,原町,0.27,0.81912,0.35,1.2396,2015-10
2620,20,26,原町,0.28,0.87168,0.27,0.81912,2015-10
2520,20,25,原町,1.06,4.97136,0.79,3.55224,2015-10
2420,20,24,原町,0.21,0.50376,0.2,0.4512,2015-10
2320,20,23,原町,0.74,3.28944,0.44,1.71264,2015-10
2220,20,22,原町,0.6,2.5536,0.3,0.9768,2015-10
2120,20,21,原町,0.3,0.9768,0.29,0.92424,2015-10
2020,20,20,原町,0.27,0.81912,0.15,0.1884,2015-10
1920,20,19,原町,0.23,0.60888,0.16,0.24096,2015-10
1820,20,18,原町,0.32,1.08192,0.27,0.81912,2015-10
1720,20,17,原町,0.2,0.4512,0.23,0.60888,2015-10
1620,20,16,原町,0.16,0.24096,0.18,0.34608,2015-10
1520,20,15,原町,0.16,0.24096,0.14,0.13584,2015-10
1420,20,14,原町,0.15,0.1884,0.14,0.13584,2015-10
1320,20,13,原町,0.18,0.34608,0.2,0.4512,2015-10
1220,20,12,原町,0.12,0.03072,0.15,0.1884,2015-10
1120,20,11,原町,0.17,0.29352,0.16,0.24096,2015-10
1020,20,10,原町,0.13,0.08328,0.14,0.13584,2015-10
0920,20,9,原町,0.15,0.1884,0.15,0.1884,2015-10
0820,20,8,原町,0.32,1.08192,0.2,0.4512,2015-10
2821,21,28,原町,0.42,1.60752,0.49,1.97544,2015-10
2721,21,27,原町,0.43,1.66008,0.51,2.08056,2015-10
2621,21,26,原町,0.75,3.342,0.66,2.86896,2015-10
2321,21,23,原町,0.55,2.2908,0.48,1.92288,2015-10
2221,21,22,原町,0.71,3.13176,0.37,1.34472,2015-10
2121,21,21,原町,0.17,0.29352,0.24,0.66144,2015-10
2021,21,20,原町,0.47,1.87032,0.26,0.76656,2015-10
1921,21,19,原町,0.25,0.714,0.19,0.39864,2015-10
1821,21,18,原町,0.18,0.34608,0.18,0.34608,2015-10
1721,21,17,原町,0.19,0.39864,0.26,0.76656,2015-10
1621,21,16,原町,0.4,1.5024,0.27,0.81912,2015-10
1521,21,15,原町,0.17,0.29352,0.1,-0.0744,2015-10
1421,21,14,原町,0.18,0.34608,0.2,0.4512,2015-10
1321,21,13,原町,0.22,0.55632,0.21,0.50376,2015-10
1221,21,12,原町,0.14,0.13584,0.16,0.24096,2015-10
1121,21,11,原町,0.11,-0.02184,0.12,0.03072,2015-10
1021,21,10,原町,0.17,0.29352,0.2,0.4512,2015-10
0921,21,9,原町,0.13,0.08328,0.15,0.1884,2015-10
0821,21,8,原町,0.1,-0.0744,0.12,0.03072,2015-10
2722,22,27,原町,0.66,2.86896,0.67,2.92152,2015-10
2622,22,26,原町,0.29,0.92424,0.33,1.13448,2015-10
2422,22,24,原町,,-0.6,,-0.6,2015-10
2322,22,23,原町,0.73,3.23688,0.56,2.34336,2015-10
2222,22,22,原町,0.24,0.66144,0.28,0.87168,2015-10
2122,22,21,原町,0.39,1.44984,0.37,1.34472,2015-10
2022,22,20,原町,0.33,1.13448,0.26,0.76656,2015-10
1922,22,19,原町,0.18,0.34608,0.15,0.1884,2015-10
1822,22,18,原町,0.17,0.29352,0.22,0.55632,2015-10
1722,22,17,原町,0.2,0.4512,0.17,0.29352,2015-10
1622,22,16,原町,0.2,0.4512,0.17,0.29352,2015-10
1522,22,15,原町,0.18,0.34608,0.2,0.4512,2015-10
1422,22,14,原町,0.28,0.87168,0.18,0.34608,2015-10
1322,22,13,原町,0.18,0.34608,0.16,0.24096,2015-10
1222,22,12,原町,0.18,0.34608,0.15,0.1884,2015-10
1122,22,11,原町,0.16,0.24096,0.14,0.13584,2015-10
1022,22,10,原町,0.15,0.1884,0.11,-0.02184,2015-10
