ID,Y,,City,1cm,1cmyear,100cm,100cmyear,Date
0922,22,9,原町,0.14,0.13584,0.1,-0.0744,2015-10
0822,22,8,原町,0.12,0.03072,0.13,0.08328,2015-10
0722,22,7,原町,0.12,0.03072,0.11,-0.02184,2015-10
2623,23,26,原町,0.39,1.44984,0.68,2.97408,2015-10
2423,23,24,原町,0.41,1.55496,0.41,1.55496,2015-10
2323,23,23,原町,0.31,1.02936,0.4,1.5024,2015-10
2223,23,22,原町,0.48,1.92288,0.53,2.18568,2015-10
2123,23,21,原町,0.51,2.08056,0.24,0.66144,2015-10
2023,23,20,原町,0.21,0.50376,0.19,0.39864,2015-10
1923,23,19,原町,0.43,1.66008,0.39,1.44984,2015-10
1823,23,18,原町,0.19,0.39864,0.19,0.39864,2015-10
1723,23,17,原町,0.19,0.39864,0.12,0.03072,2015-10
1623,23,16,原町,0.24,0.66144,0.27,0.81912,2015-10
1523,23,15,原町,0.16,0.24096,0.14,0.13584,2015-10
1423,23,14,原町,0.15,0.1884,0.13,0.08328,2015-10
1323,23,13,原町,0.17,0.29352,0.15,0.1884,2015-10
1223,23,12,原町,0.15,0.1884,0.12,0.03072,2015-10
1123,23,11,原町,0.18,0.34608,0.16,0.24096,2015-10
1023,23,10,原町,0.12,0.03072,0.14,0.13584,2015-10
0923,23,9,原町,0.12,0.03072,0.14,0.13584,2015-10
0823,23,8,原町,0.1,-0.0744,0.1,-0.0744,2015-10
0723,23,7,原町,0.1,-0.0744,0.14,0.13584,2015-10
0623,23,6,原町,0.12,0.03072,0.13,0.08328,2015-10
2624,24,26,原町,0.28,0.87168,0.45,1.7652,2015-10
2424,24,24,原町,0.62,2.65872,0.55,2.2908,2015-10
2324,24,23,原町,0.43,1.66008,0.34,1.18704,2015-10
2224,24,22,原町,0.76,3.39456,0.4,1.5024,2015-10
2124,24,21,原町,0.3,0.9768,0.31,1.02936,2015-10
2024,24,20,原町,0.43,1.66008,0.3,0.9768,2015-10
1924,24,19,原町,0.18,0.34608,0.34,1.18704,2015-10
1824,24,18,原町,0.14,0.13584,0.17,0.29352,2015-10
1724,24,17,原町,0.29,0.92424,0.25,0.714,2015-10
1624,24,16,原町,0.19,0.39864,0.13,0.08328,2015-10
1524,24,15,原町,0.22,0.55632,0.15,0.1884,2015-10
1424,24,14,原町,0.15,0.1884,0.12,0.03072,2015-10
1324,24,13,原町,0.2,0.4512,0.14,0.13584,2015-10
1224,24,12,原町,0.18,0.34608,0.11,-0.02184,2015-10
1124,24,11,原町,0.15,0.1884,0.13,0.08328,2015-10
1024,24,10,原町,0.09,-0.12696,0.12,0.03072,2015-10
0924,24,9,原町,0.1,-0.0744,0.09,-0.12696,2015-10
0824,24,8,原町,0.1,-0.0744,0.11,-0.02184,2015-10
0724,24,7,原町,0.1,-0.0744,0.1,-0.0744,2015-10
0624,24,6,原町,0.11,-0.02184,0.11,-0.02184,2015-10
2625,25,26,原町,0.48,1.92288,0.32,1.08192,2015-10
2525,25,25,原町,0.7,3.0792,0.3,0.9768,2015-10
2425,25,24,原町,0.21,0.50376,0.27,0.81912,2015-10
2325,25,23,原町,0.25,0.714,0.29,0.92424,2015-10
2225,25,22,原町,0.23,0.60888,0.29,0.92424,2015-10
2125,25,21,原町,0.29,0.92424,0.24,0.66144,2015-10
2025,25,20,原町,0.17,0.29352,0.21,0.50376,2015-10
1925,25,19,原町,0.15,0.1884,0.23,0.60888,2015-10
1825,25,18,原町,0.25,0.714,0.22,0.55632,2015-10
1725,25,17,原町,0.19,0.39864,0.19,0.39864,2015-10
1625,25,16,原町,0.2,0.4512,0.18,0.34608,2015-10
1525,25,15,原町,0.15,0.1884,0.15,0.1884,2015-10
1425,25,14,原町,0.15,0.1884,0.12,0.03072,2015-10
1325,25,13,原町,0.14,0.13584,0.11,-0.02184,2015-10
1225,25,12,原町,0.16,0.24096,0.12,0.03072,2015-10
1125,25,11,原町,0.14,0.13584,0.15,0.1884,2015-10
1025,25,10,原町,0.12,0.03072,0.11,-0.02184,2015-10
0925,25,9,原町,0.13,0.08328,0.11,-0.02184,2015-10
0825,25,8,原町,0.11,-0.02184,0.1,-0.0744,2015-10
0725,25,7,原町,0.11,-0.02184,0.1,-0.0744,2015-10
0625,25,6,原町,0.1,-0.0744,0.09,-0.12696,2015-10
2726,26,27,原町,0.58,2.44848,0.52,2.13312,2015-10
2626,26,26,原町,1.19,5.65464,0.71,3.13176,2015-10
2526,26,25,原町,0.34,1.18704,0.46,1.81776,2015-10
2426,26,24,原町,0.28,0.87168,0.18,0.34608,2015-10
2326,26,23,原町,0.23,0.60888,0.26,0.76656,2015-10
2226,26,22,原町,0.17,0.29352,0.16,0.24096,2015-10
2126,26,21,原町,0.24,0.66144,0.22,0.55632,2015-10
2026,26,20,原町,0.14,0.13584,0.16,0.24096,2015-10
1926,26,19,原町,0.22,0.55632,0.22,0.55632,2015-10
1826,26,18,原町,0.35,1.2396,0.28,0.87168,2015-10
1726,26,17,原町,0.29,0.92424,0.18,0.34608,2015-10
1626,26,16,原町,0.18,0.34608,0.16,0.24096,2015-10
1526,26,15,原町,0.15,0.1884,0.15,0.1884,2015-10
1426,26,14,原町,0.35,1.2396,0.2,0.4512,2015-10
1326,26,13,原町,0.16,0.24096,0.13,0.08328,2015-10
1226,26,12,原町,0.17,0.29352,0.13,0.08328,2015-10
1126,26,11,原町,0.14,0.13584,0.13,0.08328,2015-10
1026,26,10,原町,0.1,-0.0744,0.14,0.13584,2015-10
0926,26,9,原町,0.1,-0.0744,0.12,0.03072,2015-10
0826,26,8,原町,0.11,-0.02184,0.1,-0.0744,2015-10
0726,26,7,原町,0.12,0.03072,0.13,0.08328,2015-10
0626,26,6,原町,0.1,-0.0744,0.1,-0.0744,2015-10
2527,27,25,原町,0.45,1.7652,0.52,2.13312,2015-10
2427,27,24,原町,0.33,1.13448,0.49,1.97544,2015-10
2327,27,23,原町,0.26,0.76656,0.25,0.714,2015-10
2227,27,22,原町,0.15,0.1884,0.16,0.24096,2015-10
2127,27,21,原町,0.17,0.29352,0.16,0.24096,2015-10
2027,27,20,原町,0.18,0.34608,0.23,0.60888,2015-10
1927,27,19,原町,0.22,0.55632,0.18,0.34608,2015-10
1827,27,18,原町,0.35,1.2396,0.13,0.08328,2015-10
1727,27,17,原町,0.19,0.39864,0.16,0.24096,2015-10
1627,27,16,原町,0.3,0.9768,0.15,0.1884,2015-10
1527,27,15,原町,0.21,0.50376,0.17,0.29352,2015-10
1427,27,14,原町,0.14,0.13584,0.18,0.34608,2015-10
1327,27,13,原町,0.15,0.1884,0.16,0.24096,2015-10
1227,27,12,原町,0.14,0.13584,0.13,0.08328,2015-10
1127,27,11,原町,0.11,-0.02184,0.12,0.03072,2015-10
1027,27,10,原町,0.13,0.08328,0.12,0.03072,2015-10
0927,27,9,原町,0.14,0.13584,0.12,0.03072,2015-10
0827,27,8,原町,0.13,0.08328,0.12,0.03072,2015-10
0727,27,7,原町,0.09,-0.12696,0.09,-0.12696,2015-10
0627,27,6,原町,0.12,0.03072,0.11,-0.02184,2015-10
2528,28,25,原町,0.34,1.18704,0.37,1.34472,2015-10
2428,28,24,原町,0.43,1.66008,0.33,1.13448,2015-10
2328,28,23,原町,0.22,0.55632,0.25,0.714,2015-10
2228,28,22,原町,0.21,0.50376,0.17,0.29352,2015-10
2128,28,21,原町,0.21,0.50376,0.18,0.34608,2015-10
2028,28,20,原町,0.21,0.50376,0.24,0.66144,2015-10
1928,28,19,原町,0.24,0.66144,0.2,0.4512,2015-10
1828,28,18,原町,0.16,0.24096,0.15,0.1884,2015-10
1728,28,17,原町,0.23,0.60888,0.14,0.13584,2015-10
1628,28,16,原町,0.2,0.4512,0.18,0.34608,2015-10
1528,28,15,原町,0.26,0.76656,0.29,0.92424,2015-10
1428,28,14,原町,0.25,0.714,0.18,0.34608,2015-10
1328,28,13,原町,0.21,0.50376,0.18,0.34608,2015-10
1228,28,12,原町,0.23,0.60888,0.18,0.34608,2015-10
1128,28,11,原町,0.2,0.4512,0.21,0.50376,2015-10
1028,28,10,原町,0.15,0.1884,0.15,0.1884,2015-10
0928,28,9,原町,0.14,0.13584,0.13,0.08328,2015-10
0828,28,8,原町,0.14,0.14,0.1,-0.0744,2015-10
0728,28,7,原町,0.14,0.13,0.1,-0.0744,2015-10
0628,28,6,原町,0.1,0.1,0.09,-0.12696,2015-10
2529,29,25,原町,0.36,1.29216,0.4,1.5024,2015-10
2329,29,23,原町,0.25,0.714,0.26,0.76656,2015-10
2229,29,22,原町,0.24,0.66144,0.23,0.60888,2015-10
2129,29,21,原町,0.26,0.76656,0.25,0.714,2015-10
2029,29,20,原町,0.23,0.60888,0.18,0.34608,2015-10
1929,29,19,原町,0.18,0.34608,0.43,1.66008,2015-10
1829,29,18,原町,0.26,0.76656,0.19,0.39864,2015-10
1729,29,17,原町,0.23,0.60888,0.22,0.55632,2015-10
1629,29,16,原町,0.25,0.714,0.2,0.4512,2015-10
1529,29,15,原町,0.18,0.34608,0.16,0.24096,2015-10
1429,29,14,原町,0.39,1.44984,0.24,0.66144,2015-10
1329,29,13,原町,0.13,0.08328,0.12,0.03072,2015-10
1229,29,12,原町,0.12,0.03072,0.11,-0.02184,2015-10
1129,29,11,原町,0.14,0.13584,0.11,-0.02184,2015-10
0929,29,9,原町,0.12,0.03072,0.11,-0.02184,2015-10
0829,29,8,原町,0.13,0.08328,0.11,-0.02184,2015-10
0729,29,7,原町,0.1,-0.0744,0.14,0.13584,2015-10
0629,29,6,原町,0.15,0.1884,0.12,0.03072,2015-10
2530,30,25,原町,0.35,1.2396,0.32,1.08192,2015-10
2430,30,24,原町,0.38,1.39728,0.26,0.76656,2015-10
2330,30,23,原町,0.21,0.50376,0.31,1.02936,2015-10
2230,30,22,原町,0.24,0.66144,0.26,0.76656,2015-10
2130,30,21,原町,0.21,0.50376,0.31,1.02936,2015-10
2030,30,20,原町,0.2,0.4512,0.17,0.29352,2015-10
1930,30,19,原町,0.2,0.4512,0.27,0.81912,2015-10
1830,30,18,原町,0.24,0.66144,0.31,1.02936,2015-10
1730,30,17,原町,0.29,0.92424,0.24,0.66144,2015-10
1630,30,16,原町,0.29,0.92424,0.21,0.50376,2015-10
1530,30,15,原町,0.18,0.34608,0.3,0.9768,2015-10
1430,30,14,原町,0.31,1.02936,0.21,0.50376,2015-10
1330,30,13,原町,0.11,-0.02184,0.11,-0.02184,2015-10
1230,30,12,原町,0.12,0.03072,0.11,-0.02184,2015-10
1130,30,11,原町,0.12,0.03072,0.1,-0.0744,2015-10
0930,30,9,原町,0.14,0.13584,0.1,-0.0744,2015-10
0830,30,8,原町,0.15,0.1884,0.12,0.03072,2015-10
0730,30,7,原町,0.15,0.1884,0.17,0.29352,2015-10
0630,30,6,原町,0.15,0.1884,0.11,-0.02184,2015-10
0530,30,5,原町,0.15,0.1884,0.11,-0.02184,2015-10
2431,31,24,原町,0.59,2.50104,0.37,1.34472,2015-10
2331,31,23,原町,0.18,0.34608,0.3,0.9768,2015-10
2231,31,22,原町,0.23,0.60888,0.25,0.714,2015-10
2131,31,21,原町,0.14,0.13584,0.29,0.92424,2015-10
2031,31,20,原町,0.17,0.29352,0.17,0.29352,2015-10
1931,31,19,原町,0.14,0.13584,0.16,0.24096,2015-10
1831,31,18,原町,0.17,0.29352,0.21,0.50376,2015-10
1731,31,17,原町,0.18,0.34608,0.17,0.29352,2015-10
1631,31,16,原町,0.16,0.24096,0.15,0.1884,2015-10
1531,31,15,原町,0.14,0.13584,0.12,0.03072,2015-10
1431,31,14,原町,0.17,0.29352,0.12,0.03072,2015-10
1331,31,13,原町,0.15,0.1884,0.14,0.13584,2015-10
1231,31,12,原町,0.16,0.24096,0.18,0.34608,2015-10
1131,31,11,原町,0.15,0.1884,0.14,0.13584,2015-10
1031,31,10,原町,0.17,0.29352,0.11,-0.02184,2015-10
0931,31,9,原町,0.09,-0.12696,0.16,0.24096,2015-10
0831,31,8,原町,0.14,0.13584,0.12,0.03072,2015-10
0731,31,7,原町,0.12,0.03072,0.13,0.08328,2015-10
0631,31,6,原町,0.2,0.4512,0.12,0.03072,2015-10
0531,31,5,原町,0.1,-0.0744,0.19,0.39864,2015-10
2532,32,25,原町,0.4,1.5024,0.36,1.29216,2015-10
2432,32,24,原町,0.33,1.13448,0.34,1.18704,2015-10
2332,32,23,原町,0.29,0.92424,0.29,0.92424,2015-10
2232,32,22,原町,0.13,0.08328,0.18,0.34608,2015-10
2132,32,21,原町,0.19,0.39864,0.22,0.55632,2015-10
2032,32,20,原町,0.13,0.08328,0.16,0.24096,2015-10
1932,32,19,原町,0.19,0.39864,0.18,0.34608,2015-10
1832,32,18,原町,0.15,0.1884,0.16,0.24096,2015-10
1732,32,17,原町,0.15,0.1884,0.18,0.34608,2015-10
1632,32,16,原町,0.12,0.51,0.15,0.1884,2015-10
1532,32,15,原町,0.2,0.4512,0.18,0.34608,2015-10
1432,32,14,原町,0.16,0.24096,0.14,0.13584,2015-10
1332,32,13,原町,0.19,0.39864,0.17,0.29352,2015-10
1232,32,12,原町,0.22,0.55632,0.21,0.50376,2015-10
1132,32,11,原町,0.2,0.4512,0.22,0.55632,2015-10
1032,32,10,原町,0.16,0.24096,0.11,-0.02184,2015-10
0932,32,9,原町,0.19,0.39864,0.2,0.4512,2015-10
0832,32,8,原町,0.16,0.24096,0.12,0.03072,2015-10
0732,32,7,原町,0.19,0.39864,0.13,0.08328,2015-10
0632,32,6,原町,0.21,0.50376,0.2,0.4512,2015-10
0532,32,5,原町,0.18,0.34608,0.15,0.1884,2015-10
2633,33,26,原町,0.74,3.28944,0.6,2.5536,2015-10
2533,33,25,原町,0.82,3.70992,0.71,3.13176,2015-10
2433,33,24,原町,0.31,1.02936,0.34,1.18704,2015-10
2333,33,23,原町,0.29,0.92424,0.28,0.87168,2015-10
2233,33,22,原町,0.38,1.39728,0.24,0.66144,2015-10
2133,33,21,原町,0.18,0.34608,0.22,0.55632,2015-10
2033,33,20,原町,0.24,0.66144,0.23,0.60888,2015-10
1933,33,19,原町,0.19,0.39864,0.19,0.39864,2015-10
1833,33,18,原町,0.17,0.29352,0.19,0.39864,2015-10
1733,33,17,原町,0.18,0.34608,0.17,0.29352,2015-10
1633,33,16,原町,0.18,0.34608,0.16,0.24096,2015-10
1533,33,15,原町,0.14,0.13584,0.15,0.1884,2015-10
1433,33,14,原町,0.13,0.13,0.14,0.13584,2015-10
1333,33,13,原町,0.2,0.4512,0.26,0.76656,2015-10
1233,33,12,原町,0.35,1.2396,0.21,0.50376,2015-10
1133,33,11,原町,0.19,0.39864,0.2,0.4512,2015-10
1033,33,10,原町,0.2,0.4512,0.18,0.34608,2015-10
0933,33,9,原町,0.11,-0.02184,0.21,0.50376,2015-10
0833,33,8,原町,0.13,0.08328,0.14,0.13584,2015-10
0733,33,7,原町,0.15,0.1884,0.17,0.29352,2015-10
0633,33,6,原町,0.17,0.29352,0.17,0.29352,2015-10
0533,33,5,原町,0.18,0.34608,0.2,0.4512,2015-10
0433,33,4,原町,0.15,0.1884,0.15,0.1884,2015-10
2634,34,26,原町,0.98,4.55088,1.02,4.76112,2015-10
2534,34,25,原町,0.79,3.55224,0.53,2.18568,2015-10
2434,34,24,原町,0.66,2.86896,0.45,1.7652,2015-10
2334,34,23,原町,0.33,1.13448,0.33,1.13448,2015-10
2234,34,22,原町,0.25,0.714,0.23,0.60888,2015-10
2134,34,21,原町,0.49,1.97544,0.39,1.44984,2015-10
2034,34,20,原町,0.22,0.55632,0.23,0.60888,2015-10
1934,34,19,原町,0.23,0.60888,0.19,0.39864,2015-10
1834,34,18,原町,0.18,0.34608,0.19,0.39864,2015-10
1734,34,17,原町,0.22,0.55632,0.23,0.60888,2015-10
1634,34,16,原町,0.23,0.60888,0.24,0.66144,2015-10
1534,34,15,原町,0.18,0.34608,0.21,0.50376,2015-10
1434,34,14,原町,0.16,0.24096,0.19,0.39864,2015-10
1334,34,13,原町,0.23,0.60888,0.27,0.81912,2015-10
1234,34,12,原町,0.2,0.4512,0.31,1.02936,2015-10
1134,34,11,原町,0.24,0.66144,0.2,0.4512,2015-10
1034,34,10,原町,0.1,-0.0744,0.16,0.24096,2015-10
0934,34,9,原町,0.1,-0.0744,0.18,0.34608,2015-10
0834,34,8,原町,0.14,0.13584,0.09,-0.12696,2015-10
0734,34,7,原町,0.23,0.60888,0.14,0.13584,2015-10
0634,34,6,原町,0.11,-0.02184,0.13,0.08328,2015-10
0534,34,5,原町,0.23,0.60888,0.18,0.34608,2015-10
0434,34,4,原町,0.2,0.4512,0.21,0.50376,2015-10
2535,35,25,原町,0.58,2.44848,0.54,2.23824,2015-10
2435,35,24,原町,0.64,2.76384,0.6,2.5536,2015-10
2335,35,23,小高,0.41,1.55496,0.38,1.39728,2015-10
2235,35,22,原町,0.35,1.2396,0.38,1.39728,2015-10
2135,35,21,原町,0.26,0.76656,0.27,0.81912,2015-10
2035,35,20,原町,0.25,0.714,0.21,0.50376,2015-10
1935,35,19,原町,0.21,0.50376,0.22,0.55632,2015-10
1835,35,18,原町,0.33,1.13448,0.29,0.92424,2015-10
1735,35,17,原町,0.18,0.34608,0.19,0.39864,2015-10
1635,35,16,原町,0.36,1.29216,0.4,1.5024,2015-10
1535,35,15,原町,0.19,0.39864,0.22,0.55632,2015-10
1435,35,14,原町,0.18,0.34608,0.22,0.55632,2015-10
1335,35,13,原町,0.15,0.1884,0.22,0.55632,2015-10
1235,35,12,原町,0.26,0.76656,0.26,0.76656,2015-10
1135,35,11,原町,0.13,0.08328,0.12,0.03072,2015-10
1035,35,10,原町,0.14,0.13584,0.17,0.29352,2015-10
0935,35,9,原町,0.12,0.03072,0.14,0.13584,2015-10
0835,35,8,原町,0.13,0.08328,0.14,0.13584,2015-10
0735,35,7,原町,0.14,0.13584,0.13,0.08328,2015-10
0635,35,6,原町,0.17,0.29352,0.14,0.13584,2015-10
0535,35,5,原町,0.14,0.13584,0.13,0.08328,2015-10
0435,35,4,原町,0.17,0.29352,0.15,0.1884,2015-10
2836,36,28,原町,2.73,13.74888,1.66,8.12496,2015-10
2336,36,23,小高,0.2,0.4512,0.28,0.87168,2015-10
2236,36,22,小高,0.33,1.13448,0.52,2.13312,2015-10
2136,36,21,小高,0.43,1.66008,0.38,1.39728,2015-10
2036,36,20,小高,0.3,0.9768,0.25,0.714,2015-10
1936,36,19,小高,0.3,0.9768,0.22,0.55632,2015-10
1836,36,18,小高,0.25,0.714,0.23,0.60888,2015-10
1536,36,15,原町,0.28,0.87168,0.33,1.13448,2015-10
1436,36,14,原町,0.27,0.81912,0.25,0.714,2015-10
1336,36,13,原町,0.22,0.55632,0.3,0.9768,2015-10
1236,36,12,原町,0.18,0.34608,0.15,0.1884,2015-10
1136,36,11,原町,0.21,0.50376,0.18,0.34608,2015-10
1036,36,10,原町,0.15,0.1884,0.15,0.1884,2015-10
0936,36,9,原町,0.16,0.24096,0.11,-0.02184,2015-10
0836,36,8,原町,0.12,0.03072,0.14,0.13584,2015-10
0736,36,7,原町,0.1,-0.0744,0.12,0.03072,2015-10
0636,36,6,原町,0.13,0.08328,0.1,-0.0744,2015-10
0536,36,5,原町,0.1,-0.0744,0.11,-0.02184,2015-10
0436,36,4,原町,0.09,-0.12696,0.09,-0.12696,2015-10
2237,37,22,小高,0.31,1.02936,0.55,2.2908,2015-10
2137,37,21,小高,0.28,0.87168,0.4,1.5024,2015-10
2037,37,20,小高,0.16,0.24096,0.19,0.39864,2015-10
1937,37,19,小高,0.42,1.60752,0.46,1.81776,2015-10
1837,37,18,小高,0.3,0.9768,0.34,1.18704,2015-10
1737,37,17,小高,0.31,1.02936,0.28,0.87168,2015-10
1637,37,16,小高,0.27,0.81912,0.34,1.18704,2015-10
1537,37,15,小高,0.7,3.0792,0.28,0.87168,2015-10
1437,37,14,原町,0.19,0.39864,0.23,0.60888,2015-10
1337,37,13,原町,0.27,0.81912,0.32,1.08192,2015-10
1237,37,12,原町,0.14,0.13584,0.14,0.13584,2015-10
1137,37,11,原町,0.15,0.1884,0.17,0.29352,2015-10
1037,37,10,原町,0.19,0.39864,0.14,0.13584,2015-10
0937,37,9,原町,0.13,0.08328,0.14,0.13584,2015-10
0837,37,8,原町,0.12,0.03072,0.12,0.03072,2015-10
0737,37,7,原町,0.11,-0.02184,0.12,0.03072,2015-10
0637,37,6,原町,0.12,0.03072,0.12,0.03072,2015-10
0537,37,5,原町,0.1,-0.0744,0.1,-0.0744,2015-10
2438,38,24,小高,0.31,1.02936,0.51,2.08056,2015-10
2338,38,23,小高,0.45,1.7652,0.33,1.13448,2015-10
2238,38,22,小高,0.71,3.13176,0.52,2.13312,2015-10
2138,38,21,小高,0.36,1.29216,0.31,1.02936,2015-10
2038,38,20,小高,0.32,1.08192,0.24,0.66144,2015-10
1938,38,19,小高,0.16,0.24096,0.2,0.4512,2015-10
1838,38,18,小高,0.33,1.13448,0.33,1.13448,2015-10
1738,38,17,小高,0.14,0.13584,0.21,0.50376,2015-10
1638,38,16,小高,0.17,0.29352,0.23,0.60888,2015-10
1538,38,15,小高,0.2,0.4512,0.27,0.81912,2015-10
1438,38,14,小高,0.21,0.50376,0.3,0.9768,2015-10
1338,38,13,小高,0.25,0.714,0.25,0.714,2015-10
1238,38,12,原町,0.18,0.34608,0.17,0.29352,2015-10
1138,38,11,原町,0.16,0.24096,0.19,0.39864,2015-10
1038,38,10,原町,0.14,0.13584,0.14,0.13584,2015-10
0938,38,9,原町,0.18,0.34608,0.19,0.39864,2015-10
0838,38,8,原町,0.12,0.03072,0.15,0.1884,2015-10
0738,38,7,原町,0.1,-0.0744,0.13,0.08328,2015-10
0638,38,6,原町,0.1,-0.0744,0.12,0.03072,2015-10
0538,38,5,原町,0.11,-0.02184,0.12,0.03072,2015-10
3039,39,30,原町,2.18,10.85808,1.82,8.96592,2015-10
2139,39,21,小高,0.25,0.714,0.26,0.76656,2015-10
2039,39,20,小高,0.36,1.29216,0.36,1.29216,2015-10
1939,39,19,小高,0.31,1.02936,0.6,2.5536,2015-10
1839,39,18,小高,0.61,2.60616,0.42,1.60752,2015-10
1739,39,17,小高,0.29,0.92424,0.3,0.9768,2015-10
1639,39,16,小高,0.27,0.81912,0.25,0.714,2015-10
1539,39,15,小高,0.19,0.39864,0.2,0.4512,2015-10
1439,39,14,小高,0.15,0.1884,0.14,0.13584,2015-10
1339,39,13,小高,0.25,0.714,0.25,0.714,2015-10
1239,39,12,小高,0.19,0.39864,0.16,0.24096,2015-10
1139,39,11,小高,0.3,0.9768,0.26,0.76656,2015-10
1039,39,10,小高,0.23,0.60888,0.118,0.020208,2015-10
0939,39,9,小高,0.22,0.55632,0.18,0.34608,2015-10
0839,39,8,小高,0.15,0.1884,0.19,0.39864,2015-10
0639,39,6,小高,0.17,0.29352,0.16,0.24096,2015-10
0539,39,5,小高,0.13,0.08328,0.13,0.08328,2015-10
0439,39,4,小高,0.13,0.08328,0.12,0.03072,2015-10
3040,40,30,原町,2.44,12.22464,1.75,8.598,2015-10
2240,40,22,小高,1.35,6.4956,0.6,2.5536,2015-10
2140,40,21,小高,0.92,4.23552,0.6,2.5536,2015-10
2040,40,20,小高,0.25,0.714,0.26,0.76656,2015-10
1940,40,19,小高,0.21,0.50376,0.21,0.50376,2015-10
1840,40,18,小高,0.28,0.87168,0.35,1.2396,2015-10
1740,40,17,小高,0.3,0.9768,0.39,1.44984,2015-10
1640,40,16,小高,0.24,0.66144,0.3,0.9768,2015-10
1540,40,15,小高,0.24,0.66144,0.2,0.4512,2015-10
1440,40,14,小高,0.23,0.60888,0.29,0.92424,2015-10
1340,40,13,小高,0.18,0.34608,0.23,0.60888,2015-10
1240,40,12,小高,0.17,0.29352,0.14,0.13584,2015-10
1140,40,11,小高,0.14,0.13584,0.16,0.24096,2015-10
1040,40,10,小高,0.13,0.08328,0.13,0.08328,2015-10
0940,40,9,小高,0.16,0.24096,0.17,0.29352,2015-10
0840,40,8,小高,0.11,-0.02184,0.15,0.1884,2015-10
0740,40,7,小高,0.2,0.4512,0.2,0.4512,2015-10
0640,40,6,小高,0.12,0.03072,0.14,0.13584,2015-10
0540,40,5,小高,0.14,0.13584,0.12,0.03072,2015-10
2341,41,23,小高,0.51,2.08056,0.52,2.13312,2015-10
2241,41,22,小高,0.28,0.87168,0.29,0.92424,2015-10
2141,41,21,小高,0.33,1.13448,0.52,2.13312,2015-10
2041,41,20,小高,0.35,1.2396,0.21,0.50376,2015-10
1941,41,19,小高,0.46,1.81776,0.43,1.66008,2015-10
1841,41,18,小高,0.36,1.29216,0.36,1.29216,2015-10
1741,41,17,小高,0.2,0.4512,0.38,1.39728,2015-10
1641,41,16,小高,0.25,0.714,0.32,1.08192,2015-10
1541,41,15,小高,0.48,1.92288,0.34,1.18704,2015-10
1441,41,14,小高,0.18,0.34608,0.35,1.2396,2015-10
1341,41,13,小高,0.19,0.39864,0.19,0.39864,2015-10
1241,41,12,小高,0.18,0.34608,0.21,0.50376,2015-10
1141,41,11,小高,0.17,0.29352,0.14,0.13584,2015-10
1041,41,10,小高,0.2,0.4512,0.19,0.39864,2015-10
0941,41,9,小高,0.1,-0.0744,0.12,0.03072,2015-10
0841,41,8,小高,0.16,0.24096,0.14,0.13584,2015-10
0741,41,7,小高,0.23,0.60888,0.15,0.1884,2015-10
0641,41,6,小高,0.15,0.1884,0.22,0.55632,2015-10
0541,41,5,小高,0.16,0.24096,0.15,0.1884,2015-10
2342,42,23,小高,1.14,5.39184,0.79,3.55224,2015-10
2242,42,22,小高,0.44,1.71264,0.38,1.39728,2015-10
2142,42,21,小高,0.72,3.18432,0.62,2.65872,2015-10
2042,42,20,小高,0.79,3.55224,0.59,2.50104,2015-10
1942,42,19,小高,0.56,2.34336,0.65,2.8164,2015-10
1842,42,18,小高,0.42,1.60752,0.36,1.29216,2015-10
1742,42,17,小高,0.33,1.13448,0.54,2.23824,2015-10
1642,42,16,小高,0.31,1.02936,0.54,2.23824,2015-10
1542,42,15,小高,0.33,1.13448,0.28,0.87168,2015-10
1442,42,14,小高,0.26,0.76656,0.33,1.13448,2015-10
1342,42,13,小高,0.17,0.29352,0.19,0.39864,2015-10
1242,42,12,小高,0.16,0.24096,0.2,0.4512,2015-10
1142,42,11,小高,0.15,0.1884,0.18,0.34608,2015-10
1042,42,10,小高,0.15,0.1884,0.18,0.34608,2015-10
0942,42,9,小高,0.11,-0.02184,0.13,0.08328,2015-10
0842,42,8,小高,0.14,0.13584,0.14,0.13584,2015-10
0742,42,7,小高,0.11,-0.02184,0.11,-0.02184,2015-10
0642,42,6,小高,0.22,0.55632,0.15,0.1884,2015-10
0542,42,5,小高,0.18,0.34608,0.2,0.4512,2015-10
2343,43,23,小高,0.61,2.60616,0.65,2.8164,2015-10
2243,43,22,小高,0.32,1.08192,0.37,1.34472,2015-10
2143,43,21,小高,0.9,4.1304,0.97,4.49832,2015-10
2043,43,20,小高,0.37,1.34472,0.95,4.3932,2015-10
1943,43,19,小高,0.46,1.81776,0.59,2.50104,2015-10
1843,43,18,小高,0.27,0.81912,0.46,1.81776,2015-10
1743,43,17,小高,0.24,0.66144,0.36,1.29216,2015-10
1643,43,16,小高,0.22,0.55632,0.36,1.29216,2015-10
1543,43,15,小高,0.27,0.81912,0.38,1.39728,2015-10
1443,43,14,小高,0.2,0.4512,0.2,0.4512,2015-10
1343,43,13,小高,0.41,1.55496,0.33,1.13448,2015-10
1243,43,12,小高,0.17,0.29352,0.22,0.55632,2015-10
1143,43,11,小高,0.33,1.13448,0.33,1.13448,2015-10
1043,43,10,小高,0.19,0.39864,0.24,0.66144,2015-10
0943,43,9,小高,0.18,0.34608,0.21,0.50376,2015-10
0843,43,8,小高,0.14,0.13584,0.15,0.1884,2015-10
