ID,X,Y,ity,1cm,1cmyear,100cm,100cmyear,Date
2753,27,53,浪江,1.6,7.8096,1.82,8.96592,2017-04
2763,27,63,浪江,1.34,6.44304,1.42,6.86352,2017-04
2653,26,53,浪江,2.6,13.0656,1.75,8.598,2017-04
2663,26,63,浪江,4.56,23.36736,4.75,24.366,2017-04
2553,25,53,浪江,2.06,10.22736,1.52,7.38912,2017-04
2554,25,54,浪江,1.79,8.80824,1.5,7.284,2017-04
2555,25,55,浪江,3.41,17.32296,3.85,19.6356,2017-04
2563,25,63,浪江,2.97,15.01032,3.22,16.32432,2017-04
2453,24,53,浪江,0.99,4.60344,1.48,7.17888,2017-04
2454,24,54,浪江,1.62,7.91472,1.31,6.28536,2017-04
2455,24,55,浪江,2.33,11.64648,2.43,12.17208,2017-04
2463,24,63,浪江,3.83,19.53048,3.85,19.6356,2017-04
2353,23,53,浪江,4.4,22.5264,2.8,14.1168,2017-04
2354,23,54,浪江,0.87,3.97272,1.28,6.12768,2017-04
2363,23,63,浪江,4.87,24.99672,6.23,32.14488,2017-04
2249,22,49,浪江,1.25,5.97,2.12,10.54272,2017-04
2250,22,50,浪江,0.6,2.5536,0.62,2.65872,2017-04
2251,22,51,浪江,1.31,6.28536,0.84,3.81504,2017-04
2252,22,52,浪江,1.26,6.02256,0.93,4.28808,2017-04
2253,22,53,浪江,0.58,2.44848,0.6,2.5536,2017-04
2254,22,54,浪江,1.15,5.4444,1.15,5.4444,2017-04
2263,22,63,浪江,7.31,37.82136,6.29,32.46024,2017-04
2149,21,49,浪江,0.54,2.23824,0.52,2.13312,2017-04
2150,21,50,浪江,0.42,1.60752,0.45,1.7652,2017-04
2151,21,51,浪江,0.49,1.97544,0.53,2.18568,2017-04
2152,21,52,浪江,0.4,1.5024,0.39,1.44984,2017-04
2153,21,53,浪江,1.32,6.33792,0.65,2.8164,2017-04
2154,21,54,浪江,0.74,3.28944,0.93,4.28808,2017-04
2155,21,55,浪江,1.35,6.4956,2.06,10.22736,2017-04
2157,21,57,浪江,1.43,6.91608,1.56,7.59936,2017-04
2158,21,58,浪江,2.07,10.27992,1.85,9.1236,2017-04
2159,21,59,浪江,1.48,7.17888,0.25,0.714,2017-04
2162,21,62,浪江,4.26,21.79056,4.85,24.8916,2017-04
2049,20,49,浪江,0,-0.6,0,-0.6,2017-04
2050,20,50,浪江,0.32,1.08192,0.36,1.29216,2017-04
2051,20,51,浪江,0.29,0.92424,0.4,1.5024,2017-04
2052,20,52,浪江,0.53,2.18568,0.31,1.02936,2017-04
2053,20,53,浪江,0.26,0.76656,1.4,6.7584,2017-04
2054,20,54,浪江,1.2,5.7072,1.43,6.91608,2017-04
2055,20,55,浪江,0.92,4.23552,0.83,3.76248,2017-04
2056,20,56,浪江,0.79,3.55224,0.74,3.28944,2017-04
2057,20,57,浪江,0.88,4.02528,1.14,5.39184,2017-04
2058,20,58,浪江,0.87,3.97272,1.43,6.91608,2017-04
2059,20,59,浪江,0.77,3.44712,1.2,5.7072,2017-04
2060,20,60,浪江,1.44,6.96864,2.26,11.27856,2017-04
2061,20,61,浪江,1.5,7.284,1.5,7.284,2017-04
2062,20,62,浪江,3.15,15.9564,3.45,17.5332,2017-04
2063,20,63,浪江,3.23,16.37688,5.39,27.72984,2017-04
1950,19,50,浪江,0.38,1.39728,0.39,1.44984,2017-04
1951,19,51,浪江,0.72,3.18432,0.4,1.5024,2017-04
1952,19,52,浪江,0.71,3.13176,0.81,3.65736,2017-04
1953,19,53,浪江,0.4,1.5024,0.33,1.13448,2017-04
1954,19,54,浪江,0.65,2.8164,0.84,3.81504,2017-04
1955,19,55,浪江,0.48,1.92288,0.47,1.87032,2017-04
1956,19,56,浪江,0.63,2.71128,0.77,3.44712,2017-04
1957,19,57,浪江,2.73,13.74888,2.56,12.85536,2017-04
1958,19,58,浪江,0.76,3.39456,1.1,5.1816,2017-04
1959,19,59,浪江,0.72,3.18432,0.61,2.60616,2017-04
1960,19,60,浪江,0.73,3.23688,1.14,5.39184,2017-04
1961,19,61,浪江,1.39,6.70584,1,4.656,2017-04
1962,19,62,浪江,3.36,17.06016,3.57,18.16392,2017-04
1963,19,63,浪江,2.01,9.96456,1.71,8.38776,2017-04
1964,19,64,浪江,8.83,45.81048,6.3,32.5128,2017-04
1965,19,65,浪江,2.22,11.06832,2.85,14.3796,2017-04
1966,19,66,浪江,4.52,23.15712,4.33,22.15848,2017-04
1967,19,67,浪江,3.64,18.53184,2.88,14.53728,2017-04
1850,18,50,浪江,1.57,7.65192,1.82,8.96592,2017-04
1851,18,51,浪江,0.72,3.18432,0.75,3.342,2017-04
1852,18,52,浪江,0.32,1.08192,0.3,0.9768,2017-04
1853,18,53,浪江,0.5,2.028,0.39,1.44984,2017-04
1854,18,54,浪江,0.95,4.3932,1.19,5.65464,2017-04
1855,18,55,浪江,0.93,4.28808,1.14,5.39184,2017-04
1856,18,56,浪江,0.43,1.66008,0.45,1.7652,2017-04
1858,18,58,浪江,0.45,1.7652,0.62,2.65872,2017-04
1859,18,59,浪江,0.55,2.2908,0.58,2.44848,2017-04
1860,18,60,浪江,0.57,2.39592,0.65,2.8164,2017-04
1861,18,61,浪江,0.65,2.8164,3.11,15.74616,2017-04
1862,18,62,浪江,5.66,29.14896,3.06,15.48336,2017-04
1863,18,63,浪江,2.06,10.22736,0.31,1.02936,2017-04
1865,18,65,浪江,4.8,24.6288,6.57,33.93192,2017-04
1751,17,51,浪江,0.31,1.02936,0.31,1.02936,2017-04
1752,17,52,浪江,0.28,0.87168,0.49,1.97544,2017-04
1753,17,53,浪江,0.43,1.66008,0.59,2.50104,2017-04
1754,17,54,浪江,0.72,3.18432,0.62,2.65872,2017-04
1755,17,55,浪江,0.9,4.1304,1.36,6.54816,2017-04
1756,17,56,浪江,0.65,2.8164,0.64,2.76384,2017-04
1757,17,57,浪江,0.67,2.92152,0.53,2.18568,2017-04
1758,17,58,浪江,0.25,0.714,0.31,1.02936,2017-04
1759,17,59,浪江,0.33,1.13448,0.36,1.29216,2017-04
1760,17,60,浪江,0.66,2.86896,0.74,3.28944,2017-04
1761,17,61,浪江,0.73,3.23688,0.68,2.97408,2017-04
1762,17,62,浪江,1.18,5.60208,0.97,4.49832,2017-04
1763,17,63,浪江,1.55,7.5468,1.5,7.284,2017-04
1651,16,51,浪江,0.45,1.7652,0.37,1.34472,2017-04
1652,16,52,浪江,0.37,1.34472,0.59,2.50104,2017-04
1653,16,53,浪江,0.55,2.2908,0.63,2.71128,2017-04
1654,16,54,浪江,0.56,2.34336,0.54,2.23824,2017-04
1655,16,55,浪江,0.26,0.76656,0.48,1.92288,2017-04
1656,16,56,浪江,0.74,3.28944,0.68,2.97408,2017-04
1657,16,57,浪江,0.37,1.34472,0.34,1.18704,2017-04
1658,16,58,浪江,0.4,1.5024,0.28,0.87168,2017-04
1659,16,59,浪江,2.2,10.9632,0.43,1.66008,2017-04
1660,16,60,浪江,0.98,4.55088,0.82,3.70992,2017-04
1661,16,61,浪江,0.46,1.81776,0.37,1.34472,2017-04
1662,16,62,浪江,0.29,0.92424,0.43,1.66008,2017-04
1663,16,63,浪江,2.7,13.5912,2.14,10.64784,2017-04
1551,15,51,浪江,0.36,1.29216,0.26,0.76656,2017-04
1552,15,52,浪江,0.34,1.18704,0.5,2.028,2017-04
1553,15,53,浪江,0.32,1.08192,0.85,3.8676,2017-04
1554,15,54,浪江,0.48,1.92288,0.38,1.39728,2017-04
1555,15,55,浪江,0.37,1.34472,0.76,3.39456,2017-04
1556,15,56,浪江,0.94,4.34064,1.04,4.86624,2017-04
1557,15,57,浪江,0.53,2.18568,0.38,1.39728,2017-04
1558,15,58,浪江,0,-0.6,0,-0.6,2017-04
1559,15,59,浪江,0.42,1.60752,0.31,1.02936,2017-04
1560,15,60,浪江,0.32,1.08192,0.39,1.44984,2017-04
1561,15,61,浪江,0.25,0.714,0.32,1.08192,2017-04
1562,15,62,浪江,0.39,1.44984,0.49,1.97544,2017-04
1563,15,63,浪江,0.53,2.18568,0.44,1.71264,2017-04
1451,14,51,浪江,0.16,0.24096,0.26,0.76656,2017-04
1452,14,52,浪江,0.28,0.87168,0.24,0.66144,2017-04
1453,14,53,浪江,0.32,1.08192,0.31,1.02936,2017-04
1454,14,54,浪江,0.4,1.5024,0.45,1.7652,2017-04
1455,14,55,浪江,0.54,2.23824,0.64,2.76384,2017-04
1456,14,56,浪江,0.53,2.18568,0.46,1.81776,2017-04
1457,14,57,浪江,0.58,2.44848,0.54,2.23824,2017-04
1458,14,58,浪江,0.78,3.49968,0.45,1.7652,2017-04
1459,14,59,浪江,0.49,1.97544,0.5,2.028,2017-04
1460,14,60,浪江,0.36,1.29216,0.24,0.66144,2017-04
1461,14,61,浪江,0.31,1.02936,0.45,1.7652,2017-04
1462,14,62,浪江,0.31,1.02936,0.3,0.9768,2017-04
1352,13,52,浪江,0.27,0.81912,0.17,0.29352,2017-04
1353,13,53,浪江,0.32,1.08192,0.28,0.87168,2017-04
1354,13,54,浪江,0.4,1.5024,0.4,1.5024,2017-04
1355,13,55,浪江,0.22,0.55632,0.38,1.39728,2017-04
1356,13,56,浪江,0.36,1.29216,0.43,1.66008,2017-04
1357,13,57,浪江,1.18,5.60208,0.7,3.0792,2017-04
1358,13,58,浪江,0.9,4.1304,1.01,4.70856,2017-04
1359,13,59,浪江,0.38,1.39728,0.3,0.9768,2017-04
1360,13,60,浪江,0.9,4.1304,0.67,2.92152,2017-04
1361,13,61,浪江,2.55,12.8028,0.99,4.60344,2017-04
1362,13,62,浪江,0.7,3.0792,0.44,1.71264,2017-04
1252,12,52,浪江,0.21,0.50376,0.19,0.39864,2017-04
1253,12,53,浪江,0.16,0.24096,0.24,0.66144,2017-04
1254,12,54,浪江,0.1,-0.0744,0.19,0.39864,2017-04
1255,12,55,浪江,0.19,0.39864,0.22,0.55632,2017-04
1256,12,56,浪江,0.37,1.34472,0.33,1.13448,2017-04
1257,12,57,浪江,0.73,3.23688,0.98,4.55088,2017-04
1258,12,58,浪江,0.32,1.08192,0.39,1.44984,2017-04
1259,12,59,浪江,0.56,2.34336,0.35,1.2396,2017-04
1260,12,60,浪江,0.86,3.92016,0.83,3.76248,2017-04
1261,12,61,浪江,0,-0.6,0,-0.6,2017-04
1262,12,62,浪江,0,-0.6,0,-0.6,2017-04
1153,11,53,浪江,0.22,0.55632,0.26,0.76656,2017-04
1154,11,54,浪江,0.18,0.34608,0.13,0.08328,2017-04
1155,11,55,浪江,0.18,0.34608,0.2,0.4512,2017-04
1156,11,56,浪江,0.28,0.87168,0.29,0.92424,2017-04
1157,11,57,浪江,0.24,0.66144,0.4,1.5024,2017-04
1158,11,58,浪江,0.23,0.60888,0.2,0.4512,2017-04
1159,11,59,浪江,0.35,1.2396,0.45,1.7652,2017-04
1160,11,60,浪江,0.73,3.23688,1.39,6.70584,2017-04
1161,11,61,浪江,5.83,30.04248,3.49,17.74344,2017-04
1054,10,54,浪江,0.21,0.50376,0.33,1.13448,2017-04
1055,10,55,浪江,0.21,0.50376,0.23,0.60888,2017-04
1056,10,56,浪江,0.15,0.1884,0.16,0.24096,2017-04
1057,10,57,浪江,0.27,0.81912,0.2,0.4512,2017-04
1058,10,58,浪江,0.25,0.714,0.19,0.39864,2017-04
1059,10,59,浪江,0.25,0.714,0.25,0.714,2017-04
1060,10,60,浪江,0.7,3.0792,1,4.656,2017-04
0954,09,54,浪江,0.16,0.24096,0.16,0.24096,2017-04
0955,09,55,浪江,0.16,0.24096,0.13,0.08328,2017-04
0956,09,56,浪江,0.2,0.4512,0.19,0.39864,2017-04
0957,09,57,浪江,0.15,0.1884,0.13,0.08328,2017-04
0958,09,58,浪江,0.18,0.34608,0.15,0.1884,2017-04
0959,09,59,浪江,0.28,0.87168,0.26,0.76656,2017-04
0960,09,60,浪江,0.34,1.18704,0.24,0.66144,2017-04
0853,08,53,浪江,0.17,0.29352,0.2,0.4512,2017-04
0851,08,51,浪江,0.14,0.13584,0.12,0.03072,2017-04
0855,08,55,浪江,0.15,0.1884,0.15,0.1884,2017-04
0856,08,56,浪江,0.26,0.76656,0.31,1.02936,2017-04
0857,08,57,浪江,0.13,0.08328,0.13,0.08328,2017-04
0858,08,58,浪江,0.14,0.13584,0.14,0.13584,2017-04
0859,08,59,浪江,0.15,0.1884,0.14,0.13584,2017-04
0860,08,60,浪江,0.21,0.50376,0.28,0.87168,2017-04
0753,07,53,浪江,0.17,0.29352,0.13,0.08328,2017-04
0754,07,54,浪江,0.17,0.29352,0.15,0.1884,2017-04
0755,07,55,浪江,0.12,0.03072,0.16,0.24096,2017-04
0756,07,56,浪江,0.26,0.76656,0.28,0.87168,2017-04
0757,07,57,浪江,0.21,0.50376,0.33,1.13448,2017-04
0758,07,58,浪江,0.14,0.13584,0.21,0.50376,2017-04
0759,07,59,浪江,0.14,0.13584,0.13,0.08328,2017-04
0653,06,53,浪江,0.2,0.4512,0.17,0.29352,2017-04
0654,06,54,浪江,0.14,0.13584,0.17,0.29352,2017-04
0655,06,55,浪江,0.15,0.1884,0.12,0.03072,2017-04
0656,06,56,浪江,0.24,0.66144,0.16,0.24096,2017-04
0657,06,57,浪江,0.19,0.39864,0.16,0.24096,2017-04
0658,06,58,浪江,0.12,0.03072,0.14,0.13584,2017-04
0659,06,59,浪江,0.15,0.1884,0.18,0.34608,2017-04
#N/A,#N/A,#N/A,浪江,0.21,0.50376,0.17,0.29352,2017-04
0553,05,53,浪江,0.18,0.34608,0.12,0.03072,2017-04
0554,05,54,浪江,0.17,0.29352,0.12,0.03072,2017-04
0555,05,55,浪江,0.15,0.1884,0.13,0.08328,2017-04
0556,05,56,浪江,0.2,0.4512,0.18,0.34608,2017-04
0557,05,57,浪江,0.16,0.24096,0.15,0.1884,2017-04
0558,05,58,浪江,0.16,0.24096,0.13,0.08328,2017-04
0559,05,59,浪江,0.13,0.08328,0.1,-0.0744,2017-04
0560,05,60,浪江,0.16,0.24096,0.14,0.13584,2017-04
0561,05,61,浪江,0.2,0.4512,0.15,0.1884,2017-04
0453,04,53,浪江,0.1,-0.0744,0.14,0.13584,2017-04
0454,04,54,浪江,0.12,0.03072,0.12,0.03072,2017-04
0455,04,55,浪江,0.13,0.08328,0.19,0.39864,2017-04
0456,04,56,浪江,0.11,-0.02184,0.13,0.08328,2017-04
0457,04,57,浪江,0.13,0.08328,0.12,0.03072,2017-04
0458,04,58,浪江,0.16,0.24096,0.21,0.50376,2017-04
0459,04,59,浪江,0.11,-0.02184,0.15,0.1884,2017-04
0460,04,60,浪江,0.1,-0.0744,0.1,-0.0744,2017-04
0461,04,61,浪江,0.13,0.08328,0.12,0.03072,2017-04
0462,04,62,浪江,0.14,0.13584,0.13,0.08328,2017-04
0463,04,63,浪江,0.12,0.03072,0.12,0.03072,2017-04
0353,03,53,浪江,0.11,-0.02184,0.13,0.08328,2017-04
0354,03,54,浪江,0.2,0.4512,0.19,0.39864,2017-04
0355,03,55,浪江,0.18,0.34608,0.19,0.39864,2017-04
0356,03,56,浪江,0.13,0.08328,0.17,0.29352,2017-04
0357,03,57,浪江,0.15,0.1884,0.15,0.1884,2017-04
0358,03,58,浪江,0.16,0.24096,0.17,0.29352,2017-04
0359,03,59,浪江,0.16,0.24096,0.1,-0.0744,2017-04
0360,03,60,浪江,0.12,0.03072,0.16,0.24096,2017-04
0361,03,61,浪江,0.11,-0.02184,0.13,0.08328,2017-04
0362,03,62,浪江,0.11,-0.02184,0.14,0.13584,2017-04
0363,03,63,浪江,0.09,-0.12696,0.09,-0.12696,2017-04
#N/A,#N/A,#N/A,浪江,0,-0.6,0,-0.6,2017-04
0256,02,56,浪江,0.21,0.50376,0.21,0.50376,2017-04
0257,02,57,浪江,0.1,-0.0744,0.13,0.08328,2017-04
0259,02,59,浪江,0.12,0.03072,0.2,0.4512,2017-04
0259,02,59,浪江,0.13,0.08328,0.11,-0.02184,2017-04
0260,02,60,浪江,0.13,0.08328,0.14,0.13584,2017-04
0261,02,61,浪江,0.13,0.08328,0.1,-0.0744,2017-04
