ID,X,Y,City,1cm,1cmyear,100cm,100cmyear,Date
3646,36,46,浪江,3.33,16.90248,2.52,12.64512,2016-10
3546,35,46,浪江,2.98,15.06288,2.29,11.43624,2016-10
3446,34,46,浪江,3.47,17.63832,2.92,14.74752,2016-10
3346,33,46,浪江,2.13,10.59528,1.79,8.80824,2016-10
3349,33,49,浪江,4.05,20.6868,3.96,20.21376,2016-10
3355,33,55,浪江,2.64,13.27584,2.03,10.06968,2016-10
3356,33,56,浪江,1.22,5.81232,1.32,6.33792,2016-10
3357,33,57,浪江,0.87,3.97272,0.89,4.07784,2016-10
3358,33,58,浪江,0.54,2.23824,0.6,2.5536,2016-10
3359,33,59,浪江,0.5,2.028,0.49,1.97544,2016-10
3360,33,60,浪江,0.63,2.71128,0.5,2.028,2016-10
3361,33,61,浪江,0.75,3.342,0.71,3.13176,2016-10
3362,33,62,浪江,0.62,2.65872,0.72,3.18432,2016-10
3363,33,63,浪江,0.59,2.50104,0.45,1.7652,2016-10
3364,33,64,浪江,0.45,1.7652,0.35,1.2396,2016-10
3365,33,65,浪江,0.47,1.87032,0.64,2.76384,2016-10
3248,32,48,浪江,4.38,22.42128,3.03,15.32568,2016-10
3249,32,49,浪江,8.04,41.65824,5.55,28.5708,2016-10
3254,32,54,浪江,3.2,16.2192,2.74,13.80144,2016-10
3255,32,55,浪江,2.96,14.95776,2.66,13.38096,2016-10
3265,32,65,浪江,0.35,1.2396,0.39,1.44984,2016-10
3149,31,49,浪江,2.13,10.59528,2.06,10.22736,2016-10
3154,31,54,浪江,5.19,26.67864,4.89,25.10184,2016-10
3164,31,64,浪江,0.59,2.50104,0.74,3.28944,2016-10
3165,31,65,浪江,0.32,1.08192,0.39,1.44984,2016-10
3053,30,53,浪江,9.12,47.33472,7.96,41.23776,2016-10
3054,30,54,浪江,2.18,10.85808,2.73,13.74888,2016-10
3063,30,63,浪江,1.15,5.4444,1.23,5.86488,2016-10
2950,29,50,浪江,1.65,8.0724,1.53,7.44168,2016-10
2952,29,52,浪江,5.79,29.83224,5.42,27.88752,2016-10
2953,29,53,浪江,6.75,34.878,5.52,28.41312,2016-10
2852,28,52,浪江,1.84,9.07104,2.16,10.75296,2016-10
2853,28,53,浪江,1.88,9.28128,1.65,8.0724,2016-10
2753,27,53,浪江,1.49,7.23144,2.1,10.4376,2016-10
2763,27,63,浪江,1.68,8.23008,1.15,5.4444,2016-10
2653,26,53,浪江,1.64,8.01984,2.25,11.226,2016-10
2663,26,63,浪江,1.89,9.33384,1.59,7.75704,2016-10
2553,25,53,浪江,1.89,9.33384,1.65,8.0724,2016-10
2554,25,54,浪江,2.14,10.64784,1.69,8.28264,2016-10
2555,25,55,浪江,,-0.6,,-0.6,2016-10
2563,25,63,浪江,3.45,17.5332,2.69,13.53864,2016-10
2453,24,53,浪江,1.69,8.28264,1.3,6.2328,2016-10
2454,24,54,浪江,1.79,8.80824,1.45,7.0212,2016-10
2455,24,55,浪江,3.27,16.58712,3.5,17.796,2016-10
2463,24,63,浪江,3.82,19.47792,3.42,17.37552,2016-10
2353,23,53,浪江,2.8,14.1168,3.6,18.3216,2016-10
2354,23,54,浪江,1.9,9.3864,2.26,11.27856,2016-10
2363,23,63,浪江,5.64,29.04384,4.92,25.25952,2016-10
2249,22,49,浪江,0.92,4.23552,1.1,5.1816,2016-10
2250,22,50,浪江,1.62,7.91472,3.17,16.06152,2016-10
2251,22,51,浪江,1.26,6.02256,0.99,4.60344,2016-10
2252,22,52,浪江,0.83,3.76248,0.86,3.92016,2016-10
2253,22,53,浪江,0.64,2.76384,0.71,3.13176,2016-10
2254,22,54,浪江,1.8,8.8608,2.4,12.0144,2016-10
2263,22,63,浪江,7.72,39.97632,5.75,29.622,2016-10
2149,21,49,浪江,2.07,10.27992,3.52,17.90112,2016-10
2150,21,50,浪江,0.56,2.34336,0.49,1.97544,2016-10
2151,21,51,浪江,0.52,2.13312,0.48,1.92288,2016-10
2152,21,52,浪江,0.64,2.76384,0.4,1.5024,2016-10
2153,21,53,浪江,0.75,3.342,0.65,2.8164,2016-10
2154,21,54,浪江,0.67,2.92152,1.18,5.60208,2016-10
2155,21,55,浪江,1.15,5.4444,2.03,10.06968,2016-10
2157,21,57,浪江,0.81,3.65736,1.5,7.284,2016-10
2158,21,58,浪江,2.02,10.01712,2.01,9.96456,2016-10
2159,21,59,浪江,6.62,34.19472,3.53,17.95368,2016-10
2162,21,62,浪江,4.8,24.6288,4.4,22.5264,2016-10
2049,20,49,浪江,0.44,1.71264,0.6,2.5536,2016-10
2050,20,50,浪江,0.59,2.50104,0.45,1.7652,2016-10
2051,20,51,浪江,0.64,2.76384,0.85,3.8676,2016-10
2052,20,52,浪江,0.5,2.028,0.89,4.07784,2016-10
2053,20,53,浪江,0.85,3.8676,1.03,4.81368,2016-10
2054,20,54,浪江,0.94,4.34064,1.52,7.38912,2016-10
2055,20,55,浪江,0.94,4.34064,1.13,5.33928,2016-10
2056,20,56,浪江,1.35,6.4956,1.38,6.65328,2016-10
2057,20,57,浪江,1.01,4.70856,1.09,5.12904,2016-10
2058,20,58,浪江,0.98,4.55088,1.25,5.97,2016-10
2059,20,59,浪江,0.71,3.13176,1.37,6.60072,2016-10
2060,20,60,浪江,9.45,49.0692,4.42,22.63152,2016-10
2061,20,61,浪江,1.47,7.12632,1.27,6.07512,2016-10
2062,20,62,浪江,4.22,21.58032,2.7,13.5912,2016-10
2063,20,63,浪江,2.8,14.1168,3.8,19.3728,2016-10
1950,19,50,浪江,0.8,3.6048,1.01,4.70856,2016-10
1951,19,51,浪江,0.9,4.1304,0.64,2.76384,2016-10
1952,19,52,浪江,0.91,4.18296,0.73,3.23688,2016-10
1953,19,53,浪江,0.39,1.44984,0.55,2.2908,2016-10
1954,19,54,浪江,0.59,2.50104,0.8,3.6048,2016-10
1955,19,55,浪江,0.78,3.49968,0.6,2.5536,2016-10
1956,19,56,浪江,1.19,5.65464,1.81,8.91336,2016-10
1957,19,57,浪江,1.55,7.5468,1.34,6.44304,2016-10
1958,19,58,浪江,0.99,4.60344,1.24,5.91744,2016-10
1959,19,59,浪江,1.08,5.07648,0.62,2.65872,2016-10
1960,19,60,浪江,0.56,2.34336,0.78,3.49968,2016-10
1961,19,61,浪江,1.37,6.60072,1.23,5.86488,2016-10
1962,19,62,浪江,4.88,25.04928,2.85,14.3796,2016-10
1963,19,63,浪江,1.84,9.07104,3.36,17.06016,2016-10
1964,19,64,浪江,9,46.704,6.94,35.87664,2016-10
1965,19,65,浪江,6.8,35.1408,7.56,39.13536,2016-10
1966,19,66,浪江,14.06,73.29936,10.02,52.06512,2016-10
1967,19,67,浪江,5.2,26.7312,3.64,18.53184,2016-10
1850,18,50,浪江,1.7,8.3352,1.45,7.0212,2016-10
1851,18,51,浪江,2.46,12.32976,1.23,5.86488,2016-10
1852,18,52,浪江,0.77,3.44712,0.79,3.55224,2016-10
1853,18,53,浪江,0.58,2.44848,0.42,1.60752,2016-10
1854,18,54,浪江,0.48,1.92288,0.6,2.5536,2016-10
1855,18,55,浪江,0.7,3.0792,1.18,5.60208,2016-10
1856,18,56,浪江,0.38,1.39728,0.6,2.5536,2016-10
1858,18,58,浪江,0.93,4.28808,0.98,4.55088,2016-10
1859,18,59,浪江,0.8,3.6048,0.88,4.02528,2016-10
1860,18,60,浪江,3.21,16.27176,2.28,11.38368,2016-10
1861,18,61,浪江,0.98,4.55088,1.42,6.86352,2016-10
1862,18,62,浪江,2.78,14.01168,2.47,12.38232,2016-10
1863,18,63,浪江,3.49,17.74344,3.66,18.63696,2016-10
1865,18,65,浪江,63.47,332.99832,15.1,78.7656,2016-10
1751,17,51,浪江,0.5,2.028,0.42,1.60752,2016-10
1752,17,52,浪江,0.29,0.92424,0.53,2.18568,2016-10
1753,17,53,浪江,0.39,1.44984,0.49,1.97544,2016-10
1754,17,54,浪江,2.56,12.85536,1.48,7.17888,2016-10
1755,17,55,浪江,0.94,4.34064,1.01,4.70856,2016-10
1756,17,56,浪江,1.02,4.76112,1.08,5.07648,2016-10
1757,17,57,浪江,0.32,1.08192,0.31,1.02936,2016-10
1758,17,58,浪江,0.64,2.76384,0.54,2.23824,2016-10
1759,17,59,浪江,0.41,1.55496,0.61,2.60616,2016-10
1760,17,60,浪江,0.74,3.28944,1.37,6.60072,2016-10
1761,17,61,浪江,1.33,6.39048,1.01,4.70856,2016-10
1762,17,62,浪江,1,4.656,0.78,3.49968,2016-10
1763,17,63,浪江,2.06,10.22736,1.85,9.1236,2016-10
1651,16,51,浪江,0.33,1.13448,0.54,2.23824,2016-10
1652,16,52,浪江,0.33,1.13448,0.5,2.028,2016-10
1653,16,53,浪江,0.4,1.5024,0.68,2.97408,2016-10
1654,16,54,浪江,0.48,1.92288,0.73,3.23688,2016-10
1655,16,55,浪江,0.54,2.23824,0.69,3.02664,2016-10
1656,16,56,浪江,0.6,2.5536,1.37,6.60072,2016-10
1657,16,57,浪江,0.32,1.08192,0.43,1.66008,2016-10
1658,16,58,浪江,0.32,1.08192,0.31,1.02936,2016-10
1659,16,59,浪江,0.42,1.60752,0.31,1.02936,2016-10
1660,16,60,浪江,0.82,3.70992,0.44,1.71264,2016-10
1661,16,61,浪江,0.65,2.8164,0.71,3.13176,2016-10
1662,16,62,浪江,0.76,3.39456,0.85,3.8676,2016-10
1663,16,63,浪江,2.85,14.3796,2.84,14.32704,2016-10
1551,15,51,浪江,0.29,0.92424,0.39,1.44984,2016-10
1552,15,52,浪江,0.26,0.76656,0.43,1.66008,2016-10
1553,15,53,浪江,0.39,1.44984,0.54,2.23824,2016-10
1554,15,54,浪江,0.76,3.39456,0.98,4.55088,2016-10
1555,15,55,浪江,0.73,3.23688,0.51,2.08056,2016-10
1556,15,56,浪江,0.33,1.13448,0.29,0.92424,2016-10
1557,15,57,浪江,0.33,1.13448,0.47,1.87032,2016-10
1558,15,58,浪江,0.42,1.60752,0.42,1.60752,2016-10
1559,15,59,浪江,0.37,1.34472,0.28,0.87168,2016-10
1560,15,60,浪江,0.26,0.76656,0.37,1.34472,2016-10
1561,15,61,浪江,0.26,0.76656,0.42,1.60752,2016-10
1562,15,62,浪江,0.5,2.028,0.65,2.8164,2016-10
1563,15,63,浪江,2.89,14.58984,2.66,13.38096,2016-10
1451,14,51,浪江,0.23,0.60888,0.34,1.18704,2016-10
1452,14,52,浪江,0.18,0.34608,0.33,1.13448,2016-10
1453,14,53,浪江,0.28,0.87168,0.3,0.9768,2016-10
1454,14,54,浪江,0.72,3.18432,0.67,2.92152,2016-10
1455,14,55,浪江,0.71,3.13176,0.78,3.49968,2016-10
1456,14,56,浪江,1.23,5.86488,0.83,3.76248,2016-10
1457,14,57,浪江,0.65,2.8164,0.7,3.0792,2016-10
1458,14,58,浪江,0.29,0.92424,0.46,1.81776,2016-10
1459,14,59,浪江,0.32,1.08192,0.44,1.71264,2016-10
1460,14,60,浪江,0.21,0.50376,0.26,0.76656,2016-10
1461,14,61,浪江,0.6,2.5536,0.39,1.44984,2016-10
1462,14,62,浪江,0.6,2.5536,0.58,2.44848,2016-10
1352,13,52,浪江,0.24,0.66144,0.23,0.60888,2016-10
1353,13,53,浪江,0.25,0.714,0.31,1.02936,2016-10
1354,13,54,浪江,0.7,3.0792,0.66,2.86896,2016-10
1355,13,55,浪江,0.3,0.9768,0.41,1.55496,2016-10
1356,13,56,浪江,0.57,2.39592,0.84,3.81504,2016-10
1357,13,57,浪江,0.46,1.81776,0.72,3.18432,2016-10
1358,13,58,浪江,0.57,2.39592,0.68,2.97408,2016-10
1359,13,59,浪江,0.62,2.65872,0.62,2.65872,2016-10
1360,13,60,浪江,0.34,1.18704,0.36,1.29216,2016-10
1361,13,61,浪江,0.32,1.08192,0.28,0.87168,2016-10
1362,13,62,浪江,0.46,1.81776,0.36,1.29216,2016-10
1252,12,52,浪江,0.27,0.81912,0.26,0.76656,2016-10
1253,12,53,浪江,0.2,0.4512,0.22,0.55632,2016-10
1254,12,54,浪江,0.2,0.4512,0.27,0.81912,2016-10
1255,12,55,浪江,0.21,0.50376,0.22,0.55632,2016-10
1256,12,56,浪江,0.37,1.34472,0.39,1.44984,2016-10
1257,12,57,浪江,0.85,3.8676,0.91,4.18296,2016-10
1258,12,58,浪江,1.25,5.97,0.94,4.34064,2016-10
1259,12,59,浪江,1.18,5.60208,1.63,7.96728,2016-10
1260,12,60,浪江,0.85,3.8676,0.95,4.3932,2016-10
1261,12,61,浪江,0.68,2.97408,1.08,5.07648,2016-10
1262,12,62,浪江,0.98,4.55088,1.42,6.86352,2016-10
1153,11,53,浪江,0.19,0.39864,0.19,0.39864,2016-10
1154,11,54,浪江,0.21,0.50376,0.16,0.24096,2016-10
1155,11,55,浪江,0.2,0.4512,0.21,0.50376,2016-10
1156,11,56,浪江,0.33,1.13448,0.31,1.02936,2016-10
1157,11,57,浪江,0.26,0.76656,0.41,1.55496,2016-10
1158,11,58,浪江,0.36,1.29216,0.7,3.0792,2016-10
1159,11,59,浪江,0.78,3.49968,1,4.656,2016-10
1160,11,60,浪江,0.85,3.8676,1.01,4.70856,2016-10
1161,11,61,浪江,1.05,4.9188,2.15,10.7004,2016-10
1054,10,54,浪江,0.28,0.87168,0.32,1.08192,2016-10
1055,10,55,浪江,0.16,0.24096,0.24,0.66144,2016-10
1056,10,56,浪江,0.13,0.08328,0.11,-0.02184,2016-10
1057,10,57,浪江,0.67,2.92152,0.32,1.08192,2016-10
1058,10,58,浪江,0.32,1.08192,0.25,0.714,2016-10
1059,10,59,浪江,0.42,1.60752,0.48,1.92288,2016-10
1060,10,60,浪江,0.69,3.02664,0.71,3.13176,2016-10
0954,09,54,浪江,0.2,0.4512,0.15,0.1884,2016-10
0955,09,55,浪江,0.19,0.39864,0.17,0.29352,2016-10
0956,09,56,浪江,0.22,0.55632,0.17,0.29352,2016-10
0957,09,57,浪江,0.2,0.4512,0.13,0.08328,2016-10
0958,09,58,浪江,0.2,0.4512,0.16,0.24096,2016-10
0959,09,59,浪江,0.23,0.60888,0.24,0.66144,2016-10
0960,09,60,浪江,0.47,1.87032,0.58,2.44848,2016-10
0853,08,53,浪江,0.17,0.29352,0.19,0.39864,2016-10
0851,08,51,浪江,0.12,0.03072,0.18,0.34608,2016-10
0855,08,55,浪江,0.17,0.29352,0.15,0.1884,2016-10
0856,08,56,浪江,0.25,0.714,0.31,1.02936,2016-10
0857,08,57,浪江,0.14,0.13584,0.14,0.13584,2016-10
0858,08,58,浪江,0.15,0.1884,0.18,0.34608,2016-10
0859,08,59,浪江,0.13,0.08328,0.15,0.1884,2016-10
0860,08,60,浪江,0.31,1.02936,0.34,1.18704,2016-10
0753,07,53,浪江,0.2,0.4512,0.19,0.39864,2016-10
0754,07,54,浪江,0.15,0.1884,0.16,0.24096,2016-10
0755,07,55,浪江,0.17,0.29352,0.17,0.29352,2016-10
0756,07,56,浪江,0.19,0.39864,0.33,1.13448,2016-10
0757,07,57,浪江,0.19,0.39864,0.23,0.60888,2016-10
0758,07,58,浪江,0.15,0.1884,0.18,0.34608,2016-10
0759,07,59,浪江,0.2,0.4512,0.2,0.4512,2016-10
0653,06,53,浪江,0.14,0.13584,0.21,0.50376,2016-10
0654,06,54,浪江,0.16,0.24096,0.27,0.81912,2016-10
0655,06,55,浪江,0.12,0.03072,0.14,0.13584,2016-10
0656,06,56,浪江,0.12,0.03072,0.16,0.24096,2016-10
0657,06,57,浪江,0.14,0.13584,0.17,0.29352,2016-10
0658,06,58,浪江,0.15,0.1884,0.21,0.50376,2016-10
0659,06,59,浪江,0.16,0.24096,0.2,0.4512,2016-10
#N/A,#N/A,#N/A,浪江,0.17,0.29352,0.17,0.29352,2016-10
0553,05,53,浪江,0.17,0.29352,0.2,0.4512,2016-10
0554,05,54,浪江,0.14,0.13584,0.16,0.24096,2016-10
0555,05,55,浪江,0.16,0.24096,0.21,0.50376,2016-10
0556,05,56,浪江,0.18,0.34608,0.16,0.24096,2016-10
0557,05,57,浪江,0.12,0.03072,0.14,0.13584,2016-10
0558,05,58,浪江,0.16,0.24096,0.14,0.13584,2016-10
0559,05,59,浪江,0.13,0.08328,0.17,0.29352,2016-10
0560,05,60,浪江,0.18,0.34608,0.2,0.4512,2016-10
0561,05,61,浪江,0.16,0.24096,0.19,0.39864,2016-10
0453,04,53,浪江,0.17,0.29352,0.12,0.03072,2016-10
0454,04,54,浪江,0.12,0.03072,0.15,0.1884,2016-10
0455,04,55,浪江,0.14,0.13584,0.2,0.4512,2016-10
0456,04,56,浪江,0.18,0.34608,0.17,0.29352,2016-10
0457,04,57,浪江,0.09,-0.12696,0.15,0.1884,2016-10
0458,04,58,浪江,0.19,0.39864,0.19,0.39864,2016-10
0459,04,59,浪江,0.16,0.24096,0.13,0.08328,2016-10
0460,04,60,浪江,0.1,-0.0744,0.12,0.03072,2016-10
0461,04,61,浪江,0.14,0.13584,0.14,0.13584,2016-10
0462,04,62,浪江,0.2,0.4512,0.16,0.24096,2016-10
0463,04,63,浪江,0.14,0.13584,0.14,0.13584,2016-10
0353,03,53,浪江,0.14,0.13584,0.14,0.13584,2016-10
0354,03,54,浪江,0.2,0.4512,0.35,1.2396,2016-10
0355,03,55,浪江,0.21,0.50376,0.23,0.60888,2016-10
0356,03,56,浪江,0.18,0.34608,0.18,0.34608,2016-10
0357,03,57,浪江,0.13,0.08328,0.18,0.34608,2016-10
0358,03,58,浪江,0.13,0.08328,0.14,0.13584,2016-10
0359,03,59,浪江,0.15,0.1884,0.15,0.1884,2016-10
0360,03,60,浪江,0.12,0.03072,0.11,-0.02184,2016-10
0361,03,61,浪江,0.11,-0.02184,0.11,-0.02184,2016-10
0362,03,62,浪江,0.14,0.13584,0.14,0.13584,2016-10
0363,03,63,浪江,0.13,0.08328,0.19,0.39864,2016-10
#N/A,#N/A,#N/A,浪江,,-0.6,,-0.6,2016-10
0256,02,56,浪江,0.16,0.24096,0.15,0.1884,2016-10
0257,02,57,浪江,0.13,0.08328,0.17,0.29352,2016-10
0259,02,59,浪江,0.14,0.13584,0.15,0.1884,2016-10
0259,02,59,浪江,0.11,-0.02184,0.1,-0.0744,2016-10
0260,02,60,浪江,0.11,-0.02184,0.12,0.03072,2016-10
0261,02,61,浪江,0.09,-0.12696,0.12,0.03072,2016-10
